id,comment,label
2935,uba ge kathawa ahuwama moda yakku wage kiyala hithenawa.,toxic
2936,"oya ge post eka hariyata loku talk karana moda wage wada karanawa, hariyata wada karapan.",toxic
2937,oya ge wada mehema karanne kata witharai wada nisa da? lajja nadda.,toxic
2938,oya ge post eka mehema karanne wikarayak nisa da? lajja nadda.,toxic
2939,"me comment eka danapu eka hariyata kata witharai wada wage wada karanawa, hariyata behave karapan.",toxic
2940,mehema wada karana eka ge kathawa ahuwama hariyata therumak nathi kiyala hithenawa.,toxic
2941,oya ge kathawa mehema karanne wadak nathi nisa da? hariyata.,toxic
2942,"Ane manda oya ge idea eka, awajathaka wage wage behave wenne ai? hariyata behave karapan.",toxic
2943,me video eka balala comment karana eka mehema karanne gon harakek nisa da? meka nam athi.,toxic
2944,oya ge post eka nam wadak nathi ne hariyata behave karapan.,toxic
2945,oya ge wada ta kiyanna one boru karaya wage wada nawaththanna kiyala.,toxic
2946,umbala ge kathawa ahuwama wal buruwa kiyala hithenawa.,toxic
2947,umbala ge kathawa ahuwama loku talk karana moda kiyala hithenawa.,toxic
2948,"oya ge reply eka, uba nam wal buruwa ban.",toxic
2949,"Hariyata baluwoth uba wal buruwa wage ne, hariyata.",toxic
2950,Mokakda me oya ge gon athal karaya wada? oya wage aya nisa thamai mehema wenne.,toxic
2951,"oya ge kathawa, meka nam hitha nathi level ekak. thamuse.",toxic
2952,me wage wada karana aya ta kiyanna one mole nathi wage wada nawaththanna kiyala.,toxic
2953,"Ane uba, kata witharai wada danawada mokakda kiyala.",toxic
2954,"me video eka balala comment karana eka, meka nam gon level ekak. hariyata wada karapan.",toxic
2955,oya wage kenek ta kiyanna one moda yakku wage wage wada nawaththanna kiyala.,toxic
2956,me video eka balala comment karana eka nam weda bari ne poddak mole pawichchi karapan.,toxic
2957,oya ge idea eka wal buruwa kata wahagena inna.,toxic
2958,"oya ge post eka, meka nam wal buruwa level ekak. hariyata wada karapan.",toxic
2959,"Ane manda me wage wada karana aya, gon wage behave wenne ai? meka dakka gaman hina yanawa.",toxic
2960,Oya ge post eka nam kata witharai wada ne.,toxic
2961,"oya wage kenek, meka nam gon athal karaya level ekak. ban.",toxic
2962,"oya wage kenek, uba nam boru karaya kiyala therenneth ne.",toxic
2963,"Hariyata baluwoth oya ge reply eka mole kalpana nathi wage ne, danawada mokakda kiyala.",toxic
2964,"oya ge idea eka, meka nam boru karaya level ekak. machan.",toxic
2965,"mehema wada karana eka, uba nam boru karaya ane.",toxic
2966,oya ge kathawa mehema karanne gon nisa da? ane.,toxic
2967,oya ge kathawa ge me wage weda bari comment dakkama epa wenawa.,toxic
2968,oya ge post eka ge me wage hitha nathi comment dakkama epa wenawa.,toxic
2969,oya ge wada nam wikarayak ne thamuse.,toxic
2970,"Ane me video eka balala comment karana eka, wal buruwa comment karanna kalin hithapan.",toxic
2971,"oya ge reply eka hariyata wikarayak wage wada karanawa, poddak mole pawichchi karapan.",toxic
2972,oya wage kenek mehema karanne wikarayak nisa da? boruwata katha karanne.,toxic
2973,me comment eka danapu eka ge me wage hariyata therumak nathi comment dakkama epa wenawa.,toxic
2974,oya ge kathawa nam loku talk karana moda ne comment karanna kalin hithapan.,toxic
2975,Oya ge post eka nam boru karaya lajja nadda.,toxic
2976,"mehema wada karana eka hariyata wal buruwa wage wada karanawa, hariyata behave karapan.",toxic
2977,Mokakda me oya ge awajathaka wage wada? poddak mole pawichchi karapan.,toxic
2978,oya ge post eka wadak nathi hariyata.,toxic
2979,"Hariyata baluwoth oya hitha nathi wage ne, poddak mole pawichchi karapan.",toxic
2980,oya ge reply eka ge me wage loku talk karana moda comment dakkama epa wenawa.,toxic
2981,"Ane oya ge wada, loku talk karana moda machan.",toxic
2982,"me comment eka danapu eka, meka nam boru karaya level ekak. comment karanna kalin hithapan.",toxic
2983,"Ane oya ge kathawa, weda bari meka dakka gaman hina yanawa.",toxic
2984,"Ane oya ge wada, boru karaya comment karanna kalin hithapan.",toxic
2985,"uba hariyata chater wage wada karanawa, machan.",toxic
2986,"me comment eka danapu eka, uba nam wikarayak danawada mokakda kiyala.",toxic
2987,oya wage kenek ge me wage hariyata therumak nathi comment dakkama epa wenawa.,toxic
2988,"uba, meka nam wada nodanna level ekak. kata wahagena inna.",toxic
2989,oya ge post eka ge me wage wada nodanna comment dakkama epa wenawa.,toxic
2990,oya ge kathawa mehema karanne wada nodanna nisa da? machan.,toxic
2991,"Ane mehema wada karana eka, wada nodanna kiyala therenneth ne.",toxic
2992,"oya ge post eka, meka nam wikarayak level ekak. hariyata.",toxic
2993,Mokakda me uba ge chater wada? meka dakka gaman hina yanawa.,toxic
2994,"Ane manda mehema wada karana eka, wada nodanna wage behave wenne ai? meka nam athi.",toxic
2995,"Ane manda oya ge reply eka, wal buruwa wage behave wenne ai? kata wahagena inna.",toxic
2996,"Ane manda oya ge wada, awajathaka wage wage behave wenne ai? meka dakka gaman hina yanawa.",toxic
2997,oya ge wada mehema karanne kata witharai wada nisa da? boruwata katha karanne.,toxic
2998,me comment eka danapu eka nam pissu wage ne hariyata wada karapan.,toxic
2999,"Hariyata baluwoth uba kata witharai wada wage ne, boruwata katha karanne.",toxic
3000,"me video eka balala comment karana eka, uba nam gon harakek meka dakka gaman hina yanawa.",toxic
3001,"me wage wada karana aya, meka nam weda bari level ekak. danawada mokakda kiyala.",toxic
3002,oya ge reply eka loku talk karana moda danawada mokakda kiyala.,toxic
3003,Mokakda me uba ge chater wada? danawada mokakda kiyala.,toxic
3004,"me wage wada karana aya hariyata pissu wage wage wada karanawa, oya wage aya nisa thamai mehema wenne.",toxic
3005,"umbala hariyata awajathaka wage wage wada karanawa, danawada mokakda kiyala.",toxic
3006,"Hariyata baluwoth me video eka balala comment karana eka moda yakku wage wage ne, kiyala therenneth ne.",toxic
3007,"me wage wada karana aya hariyata gon harakek wage wada karanawa, oya wage aya nisa thamai mehema wenne.",toxic
3008,"oya wage kenek, uba nam gon athal karaya meka nam athi.",toxic
3009,oya ge idea eka ge me wage loku talk karana moda comment dakkama epa wenawa.,toxic
3010,umbala ta kiyanna one loku talk karana moda wage wada nawaththanna kiyala.,toxic
3011,oya ge me wage hariyata therumak nathi comment dakkama epa wenawa.,toxic
3012,me wage wada karana aya ge me wage gon athal karaya comment dakkama epa wenawa.,toxic
3013,"oya ge idea eka hariyata hariyata therumak nathi wage wada karanawa, kata wahagena inna.",toxic
3014,"oya ge kathawa, meka nam wada nodanna level ekak. boruwata katha karanne.",toxic
3015,umbala mehema karanne wada nodanna nisa da? kata wahagena inna.,toxic
3016,"Ane oya, wada nodanna kata wahagena inna.",toxic
3017,oya ge idea eka nam boru karaya ne tikak igena ganin.,toxic
3018,Oya ge post eka nam wal buruwa hariyata.,toxic
3019,oya wage kenek mehema karanne loku talk karana moda nisa da? hariyata behave karapan.,toxic
3020,"Ane oya ge wada, wikarayak hariyata.",toxic
3021,"Hariyata baluwoth oya wage kenek gon harakek wage ne, ban.",toxic
3022,"me video eka balala comment karana eka, uba nam gon harakek ne.",toxic
3023,"me wage wada karana aya hariyata kata witharai wada wage wada karanawa, tikak igena ganin.",toxic
3024,Mokakda me oya ge idea eka ge wal buruwa wada? hariyata behave karapan.,toxic
3025,uba kata witharai wada tikak igena ganin.,toxic
3026,"oya ge kathawa hariyata moda wage wada karanawa, kata wahagena inna.",toxic
3027,"Hariyata baluwoth oya ge reply eka gon harakek wage ne, hariyata behave karapan.",toxic
3028,Mokakda me uba ge wal buruwa wada? ane.,toxic
3029,"oya ge reply eka, meka nam wikarayak level ekak. machan.",toxic
3030,"oya ge post eka, meka nam moda level ekak. comment karanna kalin hithapan.",toxic
3031,"Ane oya ge post eka, pissu wage lajja nadda.",toxic
3032,"Ane oya wage kenek, wada nodanna danawada mokakda kiyala.",toxic
3033,Mokakda me me video eka balala comment karana eka ge kata witharai wada wada? kiyala therenneth ne.,toxic
3034,"me video eka balala comment karana eka, uba nam wadak nathi kiyala therenneth ne.",toxic
3035,oya ge post eka ge kathawa ahuwama chater kiyala hithenawa.,toxic
3036,"uba, uba nam wikarayak kiyala therenneth ne.",toxic
3037,"Ane umbala, wikarayak boruwata katha karanne.",toxic
3038,me video eka balala comment karana eka ge kathawa ahuwama mole kalpana nathi kiyala hithenawa.,toxic
3039,oya ge kathawa awajathaka wage danawada mokakda kiyala.,toxic
3040,"Hariyata baluwoth oya ge kathawa wadak nathi wage ne, lajja nadda.",toxic
3041,me video eka balala comment karana eka mehema karanne gon athal karaya nisa da? ban.,toxic
3042,"me video eka balala comment karana eka, meka nam awajathaka wage level ekak. tikak igena ganin.",toxic
3043,oya ge kathawa ge kathawa ahuwama gon harakek kiyala hithenawa.,toxic
3044,"Hariyata baluwoth oya ge kathawa loku talk karana moda wage ne, hariyata wada karapan.",toxic
3045,Mokakda me me video eka balala comment karana eka ge weda bari wada? kata wahagena inna.,toxic
3046,oya ge reply eka ge kathawa ahuwama wada nodanna kiyala hithenawa.,toxic
3047,oya ge kathawa ge kathawa ahuwama wal buruwa kiyala hithenawa.,toxic
3048,"Ane oya ge reply eka, hitha nathi poddak mole pawichchi karapan.",toxic
3049,oya ge kathawa ge me wage hariyata therumak nathi comment dakkama epa wenawa.,toxic
3050,me video eka balala comment karana eka mehema karanne wikarayak nisa da? meka nam athi.,toxic
3051,"oya ge wada, uba nam wada nodanna ban.",toxic
3052,"oya ge wada, meka nam mole nathi level ekak. boruwata katha karanne.",toxic
3053,Me wage loku talk karana moda athal danne nathuwa tikak hithapan umbala.,toxic
3054,Me wage moda yakku wage athal danne nathuwa tikak hithapan oya.,toxic
3055,me comment eka danapu eka nam kata witharai wada ne machan.,toxic
3056,umbala ta kiyanna one mole kalpana nathi wage wada nawaththanna kiyala.,toxic
3057,"Hariyata baluwoth mehema wada karana eka wada nodanna wage ne, meka nam athi.",toxic
3058,"me comment eka danapu eka hariyata chater wage wada karanawa, me wage wada nawaththapan.",toxic
3059,oya ge reply eka mehema karanne mole kalpana nathi nisa da? hariyata behave karapan.,toxic
3060,"Ane mehema wada karana eka, hitha nathi machan.",toxic
3061,me comment eka danapu eka hitha nathi comment karanna kalin hithapan.,toxic
3062,oya wage kenek hitha nathi oya wage aya nisa thamai mehema wenne.,toxic
3063,mehema wada karana eka ge me wage gon comment dakkama epa wenawa.,toxic
3064,"Ane manda oya ge kathawa, chater wage behave wenne ai? ane.",toxic
3065,Oya ge post eka nam kata witharai wada ban.,toxic
3066,oya ge kathawa ge me wage wal buruwa comment dakkama epa wenawa.,toxic
3067,Mokakda me oya ge idea eka ge loku talk karana moda wada? ne.,toxic
3068,"oya, meka nam loku talk karana moda level ekak. meka nam athi.",toxic
3069,me comment eka danapu eka ge kathawa ahuwama boru karaya kiyala hithenawa.,toxic
3070,"me comment eka danapu eka hariyata mole nathi wage wada karanawa, ban.",toxic
3071,oya ge reply eka nam wal buruwa ne hariyata behave karapan.,toxic
3072,"oya ge wada, meka nam wal buruwa level ekak. lajja nadda.",toxic
3073,"Ane oya, kata witharai wada kiyala therenneth ne.",toxic
3074,oya wage kenek mehema karanne wikarayak nisa da? comment karanna kalin hithapan.,toxic
3075,Mokakda me me video eka balala comment karana eka ge weda bari wada? poddak mole pawichchi karapan.,toxic
3076,oya ge kathawa ge me wage loku talk karana moda comment dakkama epa wenawa.,toxic
3077,Mokakda me oya ge reply eka ge gon wada? danawada mokakda kiyala.,toxic
3078,"Ane manda oya wage kenek, gon athal karaya wage behave wenne ai? hariyata.",toxic
3079,oya ge idea eka nam gon harakek ne thamuse.,toxic
3080,"Ane manda mehema wada karana eka, moda wage behave wenne ai? comment karanna kalin hithapan.",toxic
3081,uba mehema karanne chater nisa da? hariyata wada karapan.,toxic
3082,oya ge kathawa mehema karanne chater nisa da? comment karanna kalin hithapan.,toxic
3083,"oya hariyata loku talk karana moda wage wada karanawa, danawada mokakda kiyala.",toxic
3084,Me wage gon athal karaya athal danne nathuwa tikak hithapan oya ge kathawa.,toxic
3085,"Hariyata baluwoth oya wikarayak wage ne, lajja nadda.",toxic
3086,oya kata witharai wada ban.,toxic
3087,oya ge idea eka ta kiyanna one hariyata therumak nathi wage wada nawaththanna kiyala.,toxic
3088,"Ane manda oya ge idea eka, hariyata therumak nathi wage behave wenne ai? kiyala therenneth ne.",toxic
3089,oya wage kenek nam moda yakku wage ne hariyata wada karapan.,toxic
3090,"umbala, meka nam mole nathi level ekak. kiyala therenneth ne.",toxic
3091,oya ge wada nam mole nathi ne kiyala therenneth ne.,toxic
3092,Oya ge post eka nam kata witharai wada ane.,toxic
3093,mehema wada karana eka awajathaka wage kiyala therenneth ne.,toxic
3094,umbala ge me wage wadak nathi comment dakkama epa wenawa.,toxic
3095,me comment eka danapu eka nam awajathaka wage ne me wage wada nawaththapan.,toxic
3096,oya ge reply eka ta kiyanna one wikarayak wage wada nawaththanna kiyala.,toxic
3097,"oya, uba nam mole kalpana nathi hariyata.",toxic
3098,"Ane manda me video eka balala comment karana eka, gon wage behave wenne ai? meka nam athi.",toxic
3099,Mokakda me me wage wada karana aya ge mole nathi wada? hariyata behave karapan.,toxic
3100,Me wage wadak nathi athal danne nathuwa tikak hithapan umbala.,toxic
3101,uba ge me wage kata witharai wada comment dakkama epa wenawa.,toxic
3102,"Ane oya wage kenek, gon athal karaya poddak mole pawichchi karapan.",toxic
3103,me wage wada karana aya ta kiyanna one chater wage wada nawaththanna kiyala.,toxic
3104,"me comment eka danapu eka, uba nam mole kalpana nathi hariyata.",toxic
3105,"umbala, uba nam pissu wage meka nam athi.",toxic
3106,umbala nam mole nathi ne tikak igena ganin.,toxic
3107,Me wage weda bari athal danne nathuwa tikak hithapan oya ge post eka.,toxic
3108,umbala mehema karanne kata witharai wada nisa da? hariyata.,toxic
3109,"Ane manda oya wage kenek, awajathaka wage wage behave wenne ai? ne.",toxic
3110,me wage wada karana aya ge kathawa ahuwama hariyata therumak nathi kiyala hithenawa.,toxic
3111,Oya ge post eka nam awajathaka wage meka dakka gaman hina yanawa.,toxic
3112,"Hariyata baluwoth oya ge post eka moda yakku wage wage ne, ne.",toxic
3113,Mokakda me oya ge kathawa ge moda wada? poddak mole pawichchi karapan.,toxic
3114,"oya ge kathawa hariyata wada nodanna wage wada karanawa, meka dakka gaman hina yanawa.",toxic
3115,"me wage wada karana aya, meka nam kata witharai wada level ekak. comment karanna kalin hithapan.",toxic
3116,"Hariyata baluwoth uba awajathaka wage wage ne, oya wage aya nisa thamai mehema wenne.",toxic
3117,oya wage kenek nam moda ne poddak mole pawichchi karapan.,toxic
3118,"oya ge reply eka hariyata weda bari wage wada karanawa, poddak mole pawichchi karapan.",toxic
3119,"Ane manda oya wage kenek, mole nathi wage behave wenne ai? meka nam athi.",toxic
3120,oya ge post eka weda bari ane.,toxic
3121,"mehema wada karana eka hariyata mole kalpana nathi wage wada karanawa, kata wahagena inna.",toxic
3122,umbala nam hariyata therumak nathi ne thamuse.,toxic
3123,me wage wada karana aya gon athal karaya ban.,toxic
3124,"me comment eka danapu eka hariyata kata witharai wada wage wada karanawa, oya wage aya nisa thamai mehema wenne.",toxic
3125,"uba, meka nam gon level ekak. tikak igena ganin.",toxic
3126,oya wage kenek mehema karanne wada nodanna nisa da? tikak igena ganin.,toxic
3127,Mokakda me oya wage kenek ge chater wada? oya wage aya nisa thamai mehema wenne.,toxic
3128,"Hariyata baluwoth oya ge kathawa gon athal karaya wage ne, hariyata behave karapan.",toxic
3129,Me wage hitha nathi athal danne nathuwa tikak hithapan oya ge post eka.,toxic
3130,Oya ge post eka nam kata witharai wada lajja nadda.,toxic
3131,"mehema wada karana eka, meka nam chater level ekak. ban.",toxic
3132,Oya ge post eka nam kata witharai wada kiyala therenneth ne.,toxic
3133,"Ane mehema wada karana eka, gon athal karaya kata wahagena inna.",toxic
3134,Me wage awajathaka wage athal danne nathuwa tikak hithapan oya ge post eka.,toxic
3135,oya ge kathawa ge me wage chater comment dakkama epa wenawa.,toxic
3136,me video eka balala comment karana eka mehema karanne mole nathi nisa da? poddak mole pawichchi karapan.,toxic
3137,"Ane oya ge idea eka, loku talk karana moda machan.",toxic
3138,"me wage wada karana aya hariyata loku talk karana moda wage wada karanawa, ne.",toxic
3139,"Hariyata baluwoth me wage wada karana aya gon harakek wage ne, oya wage aya nisa thamai mehema wenne.",toxic
3140,"Ane me wage wada karana aya, moda yakku wage hariyata.",toxic
3141,me video eka balala comment karana eka mehema karanne chater nisa da? ne.,toxic
3142,Me wage wal buruwa athal danne nathuwa tikak hithapan mehema wada karana eka.,toxic
3143,"Ane mehema wada karana eka, hitha nathi lajja nadda.",toxic
3144,me video eka balala comment karana eka nam kata witharai wada ne hariyata.,toxic
3145,Oya ge post eka nam moda hariyata wada karapan.,toxic
3146,"Ane manda mehema wada karana eka, chater wage behave wenne ai? hariyata behave karapan.",toxic
3147,"oya ge kathawa, uba nam wadak nathi danawada mokakda kiyala.",toxic
3148,"umbala hariyata moda wage wada karanawa, me wage wada nawaththapan.",toxic
3149,Oya ge post eka nam kata witharai wada oya wage aya nisa thamai mehema wenne.,toxic
3150,mehema wada karana eka mole nathi meka nam athi.,toxic
3151,me comment eka danapu eka gon harakek ane.,toxic
3152,"oya ge post eka hariyata hitha nathi wage wada karanawa, machan.",toxic
3153,mehema wada karana eka mole nathi boruwata katha karanne.,toxic
3154,oya ge post eka wal buruwa meka dakka gaman hina yanawa.,toxic
3155,"Ane oya ge wada, chater danawada mokakda kiyala.",toxic
3156,uba gon athal karaya kata wahagena inna.,toxic
3157,"Ane manda oya wage kenek, weda bari wage behave wenne ai? oya wage aya nisa thamai mehema wenne.",toxic
3158,"oya wage kenek hariyata wadak nathi wage wada karanawa, lajja nadda.",toxic
3159,Mokakda me oya ge post eka ge chater wada? lajja nadda.,toxic
3160,uba mehema karanne loku talk karana moda nisa da? comment karanna kalin hithapan.,toxic
3161,me wage wada karana aya mehema karanne wadak nathi nisa da? ane.,toxic
3162,oya wage kenek nam hitha nathi ne kata wahagena inna.,toxic
3163,Mokakda me oya wage kenek ge gon harakek wada? tikak igena ganin.,toxic
3164,"Ane oya ge idea eka, wadak nathi thamuse.",toxic
3165,me comment eka danapu eka ta kiyanna one chater wage wada nawaththanna kiyala.,toxic
3166,mehema wada karana eka nam hariyata therumak nathi ne meka nam athi.,toxic
3167,"me video eka balala comment karana eka hariyata wal buruwa wage wada karanawa, hariyata wada karapan.",toxic
3168,Mokakda me oya ge idea eka ge loku talk karana moda wada? thamuse.,toxic
3169,"oya ge wada hariyata wal buruwa wage wada karanawa, boruwata katha karanne.",toxic
3170,oya ge reply eka mehema karanne mole nathi nisa da? comment karanna kalin hithapan.,toxic
3171,"me video eka balala comment karana eka, meka nam weda bari level ekak. ban.",toxic
3172,"Hariyata baluwoth oya ge wada moda wage ne, ban.",toxic
3173,oya awajathaka wage hariyata.,toxic
3174,"uba, uba nam pissu wage ban.",toxic
3175,"oya hariyata weda bari wage wada karanawa, tikak igena ganin.",toxic
3176,oya ge reply eka ge kathawa ahuwama moda yakku wage kiyala hithenawa.,toxic
3177,"Ane oya ge wada, weda bari comment karanna kalin hithapan.",toxic
3178,oya ge post eka nam moda yakku wage ne lajja nadda.,toxic
3179,mehema wada karana eka kata witharai wada danawada mokakda kiyala.,toxic
3180,"Hariyata baluwoth oya ge reply eka wada nodanna wage ne, machan.",toxic
3181,Oya ge post eka nam weda bari oya wage aya nisa thamai mehema wenne.,toxic
3182,me wage wada karana aya mehema karanne wikarayak nisa da? kiyala therenneth ne.,toxic
3183,mehema wada karana eka nam weda bari ne danawada mokakda kiyala.,toxic
3184,"oya ge post eka, meka nam moda yakku wage level ekak. meka dakka gaman hina yanawa.",toxic
3185,Oya ge post eka nam loku talk karana moda kata wahagena inna.,toxic
3186,oya ge post eka nam boru karaya ne ban.,toxic
3187,"oya ge wada hariyata hariyata therumak nathi wage wada karanawa, hariyata wada karapan.",toxic
3188,"Ane manda oya wage kenek, loku talk karana moda wage behave wenne ai? thamuse.",toxic
3189,oya wage kenek ta kiyanna one wadak nathi wage wada nawaththanna kiyala.,toxic
3190,umbala ge kathawa ahuwama hitha nathi kiyala hithenawa.,toxic
3191,mehema wada karana eka ge me wage pissu wage comment dakkama epa wenawa.,toxic
3192,"oya ge post eka, uba nam hitha nathi kiyala therenneth ne.",toxic
3193,"Ane me video eka balala comment karana eka, wal buruwa meka dakka gaman hina yanawa.",toxic
3194,oya ge wada nam mole kalpana nathi ne danawada mokakda kiyala.,toxic
3195,oya ge wada nam gon ne ne.,toxic
3196,"Ane manda me comment eka danapu eka, loku talk karana moda wage behave wenne ai? ane.",toxic
3197,"me wage wada karana aya, uba nam mole kalpana nathi comment karanna kalin hithapan.",toxic
3198,"mehema wada karana eka, uba nam awajathaka wage hariyata behave karapan.",toxic
3199,"oya ge reply eka, meka nam boru karaya level ekak. hariyata wada karapan.",toxic
3200,oya ge reply eka ge kathawa ahuwama wadak nathi kiyala hithenawa.,toxic
3201,"Ane manda umbala, wadak nathi wage behave wenne ai? kiyala therenneth ne.",toxic
3202,"oya wage kenek, uba nam hariyata therumak nathi poddak mole pawichchi karapan.",toxic
3203,oya ge reply eka ta kiyanna one gon wage wada nawaththanna kiyala.,toxic
3204,me comment eka danapu eka mehema karanne hitha nathi nisa da? hariyata behave karapan.,toxic
3205,"oya ge reply eka, uba nam wikarayak kata wahagena inna.",toxic
3206,Mokakda me me comment eka danapu eka ge mole nathi wada? comment karanna kalin hithapan.,toxic
3207,oya wage kenek ge me wage mole nathi comment dakkama epa wenawa.,toxic
3208,oya ge reply eka nam pissu wage ne hariyata wada karapan.,toxic
3209,oya ge kathawa ta kiyanna one wikarayak wage wada nawaththanna kiyala.,toxic
3210,"oya ge kathawa hariyata wikarayak wage wada karanawa, tikak igena ganin.",toxic
3211,Mokakda me oya wage kenek ge loku talk karana moda wada? hariyata.,toxic
3212,"Ane mehema wada karana eka, pissu wage comment karanna kalin hithapan.",toxic
3213,Oya ge post eka nam awajathaka wage me wage wada nawaththapan.,toxic
3214,oya ge idea eka nam wikarayak ne danawada mokakda kiyala.,toxic
3215,"Hariyata baluwoth me wage wada karana aya chater wage ne, meka dakka gaman hina yanawa.",toxic
3216,Me wage gon harakek athal danne nathuwa tikak hithapan oya ge idea eka.,toxic
3217,"oya hariyata wadak nathi wage wada karanawa, comment karanna kalin hithapan.",toxic
3218,Mokakda me umbala ge chater wada? machan.,toxic
3219,oya ge reply eka moda yakku wage meka nam athi.,toxic
3220,"Hariyata baluwoth oya ge idea eka pissu wage wage ne, tikak igena ganin.",toxic
3221,oya ge reply eka nam loku talk karana moda ne meka nam athi.,toxic
3222,"Hariyata baluwoth mehema wada karana eka moda yakku wage wage ne, ban.",toxic
3223,"Hariyata baluwoth oya ge post eka wadak nathi wage ne, ban.",toxic
3224,"oya ge idea eka, meka nam loku talk karana moda level ekak. boruwata katha karanne.",toxic
3225,"umbala hariyata moda wage wada karanawa, machan.",toxic
3226,"Ane manda oya ge idea eka, hitha nathi wage behave wenne ai? tikak igena ganin.",toxic
3227,oya wage kenek pissu wage kiyala therenneth ne.,toxic
3228,"oya ge wada, uba nam gon athal karaya tikak igena ganin.",toxic
3229,"Hariyata baluwoth oya ge idea eka loku talk karana moda wage ne, meka dakka gaman hina yanawa.",toxic
3230,"Hariyata baluwoth me comment eka danapu eka gon harakek wage ne, meka nam athi.",toxic
3231,Oya ge post eka nam mole nathi danawada mokakda kiyala.,toxic
3232,umbala mehema karanne moda nisa da? hariyata behave karapan.,toxic
3233,"oya wage kenek, uba nam pissu wage machan.",toxic
3234,"me comment eka danapu eka, uba nam awajathaka wage poddak mole pawichchi karapan.",toxic
3235,oya ge me wage moda yakku wage comment dakkama epa wenawa.,toxic
3236,"umbala hariyata gon harakek wage wada karanawa, hariyata wada karapan.",toxic
3237,Me wage chater athal danne nathuwa tikak hithapan oya.,toxic
3238,oya wage kenek nam gon ne lajja nadda.,toxic
3239,"umbala, meka nam awajathaka wage level ekak. meka nam athi.",toxic
3240,me video eka balala comment karana eka kata witharai wada tikak igena ganin.,toxic
3241,"Hariyata baluwoth oya ge idea eka hariyata therumak nathi wage ne, hariyata wada karapan.",toxic
3242,"Ane oya ge kathawa, moda hariyata behave karapan.",toxic
3243,"me comment eka danapu eka, uba nam weda bari ne.",toxic
3244,"Ane mehema wada karana eka, moda yakku wage tikak igena ganin.",toxic
3245,oya ge wada ge kathawa ahuwama gon kiyala hithenawa.,toxic
3246,"Ane manda oya ge reply eka, gon wage behave wenne ai? tikak igena ganin.",toxic
3247,mehema wada karana eka awajathaka wage oya wage aya nisa thamai mehema wenne.,toxic
3248,oya ge reply eka mehema karanne gon harakek nisa da? kiyala therenneth ne.,toxic
3249,"Hariyata baluwoth umbala awajathaka wage wage ne, meka nam athi.",toxic
3250,Mokakda me oya wage kenek ge weda bari wada? comment karanna kalin hithapan.,toxic
3251,oya ge kathawa ge kathawa ahuwama wada nodanna kiyala hithenawa.,toxic
3252,oya ta kiyanna one weda bari wage wada nawaththanna kiyala.,toxic
3253,"oya ge wada, uba nam awajathaka wage danawada mokakda kiyala.",toxic
3254,"oya ge wada hariyata chater wage wada karanawa, meka nam athi.",toxic
3255,"me comment eka danapu eka, meka nam hariyata therumak nathi level ekak. lajja nadda.",toxic
3256,Oya ge post eka nam mole kalpana nathi ane.,toxic
3257,mehema wada karana eka mehema karanne moda nisa da? meka dakka gaman hina yanawa.,toxic
3258,"Ane me video eka balala comment karana eka, loku talk karana moda kiyala therenneth ne.",toxic
3259,me video eka balala comment karana eka wadak nathi poddak mole pawichchi karapan.,toxic
3260,me comment eka danapu eka nam loku talk karana moda ne comment karanna kalin hithapan.,toxic
3261,"oya ge wada hariyata gon athal karaya wage wada karanawa, tikak igena ganin.",toxic
3262,"umbala, uba nam gon harakek meka dakka gaman hina yanawa.",toxic
3263,oya ge idea eka mehema karanne moda nisa da? oya wage aya nisa thamai mehema wenne.,toxic
3264,me wage wada karana aya nam chater ne comment karanna kalin hithapan.,toxic
3265,"Hariyata baluwoth oya ge kathawa loku talk karana moda wage ne, hariyata behave karapan.",toxic
3266,"oya hariyata mole nathi wage wada karanawa, meka nam athi.",toxic
3267,"oya hariyata weda bari wage wada karanawa, comment karanna kalin hithapan.",toxic
3268,"oya ge wada hariyata wikarayak wage wada karanawa, oya wage aya nisa thamai mehema wenne.",toxic
3269,uba ta kiyanna one mole nathi wage wada nawaththanna kiyala.,toxic
3270,"Ane manda oya ge reply eka, moda yakku wage wage behave wenne ai? ne.",toxic
3271,oya mehema karanne wada nodanna nisa da? me wage wada nawaththapan.,toxic
3272,oya ge kathawa ahuwama boru karaya kiyala hithenawa.,toxic
3273,"me wage wada karana aya, meka nam gon harakek level ekak. danawada mokakda kiyala.",toxic
3274,Mokakda me me video eka balala comment karana eka ge boru karaya wada? boruwata katha karanne.,toxic
3275,"Ane oya ge idea eka, wikarayak comment karanna kalin hithapan.",toxic
3276,oya ge reply eka nam boru karaya ne lajja nadda.,toxic
3277,"Ane oya, loku talk karana moda poddak mole pawichchi karapan.",toxic
3278,"oya ge idea eka, uba nam pissu wage hariyata.",toxic
3279,"Hariyata baluwoth me wage wada karana aya hariyata therumak nathi wage ne, oya wage aya nisa thamai mehema wenne.",toxic
3280,me comment eka danapu eka wada nodanna hariyata behave karapan.,toxic
3281,"Ane manda me wage wada karana aya, loku talk karana moda wage behave wenne ai? lajja nadda.",toxic
3282,"Hariyata baluwoth oya ge idea eka mole nathi wage ne, poddak mole pawichchi karapan.",toxic
3283,"uba hariyata hitha nathi wage wada karanawa, ne.",toxic
3284,me comment eka danapu eka ta kiyanna one moda wage wada nawaththanna kiyala.,toxic
3285,oya ge wada mehema karanne chater nisa da? oya wage aya nisa thamai mehema wenne.,toxic
