id,original_text,clean_text,original_label,label,language_type,text_length,word_count,duplicate_flag,label_conflict,suspicious_subtitle,removal_reason
16464,mama ada rathriye esurum kireema awasan karanawa mama eya heta kawada ho welawata gena ennam,mama ada rathriye esurum kireema awasan karanawa mama eya heta kawada ho welawata gena ennam,,,Singlish,92,15,False,False,False,
16466,oh hayi mama obawa handuna gaththe nethi tharam,oh hayi mama obawa handuna gaththe nethi tharam,,,Singlish,47,8,False,False,False,
16468,obata yamak awashyada samahara wita thembili yusha,obata yamak awashyada samahara wita thembili yusha,,,Singlish,50,7,False,False,False,
16470,mama gena kumak kiwa hekida mama mehi netha oh heyi enid ithin api awasanaye eya kalemu,mama gena kumak kiwa hekida mama mehi netha oh heyi enid ithin api awasanaye eya kalemu,,,Singlish,87,16,False,False,False,
16471,eththatama api denna neweyi eyi neththe,eththatama api denna neweyi eyi neththe,,,Singlish,39,6,False,False,False,
16472,eththatama oyala dennama eyi neththe,eththatama oyala dennama eyi neththe,,,Singlish,36,5,False,False,False,
16475,ane dewiyane oyala mata wishwasa karanna be api eka kala kiyala ow api usas pasalen upadhiya labagaththe harima pudumayi,ane dewiyane oyala mata wishwasa karanna be api eka kala kiyala ow api usas pasalen upadhiya labagaththe harima pudumayi,,,Singlish,120,19,False,False,False,
16477,ithin oya mokada me gimhanayedee karanne nehe,ithin oya mokada me gimhanayedee karanne nehe,,,Singlish,45,7,False,False,False,
16478,oh ow eka aniwaryayen hondin siduwewi yaluwane subha pethum,oh ow eka aniwaryayen hondin siduwewi yaluwane subha pethum,,,Singlish,59,9,False,False,False,
16482,hondayi api obawa thaba nogannemi mama mema sthanayata adareyi ebewin oba winodajanaka bawa danee,hondayi api obawa thaba nogannemi mama mema sthanayata adareyi ebewin oba winodajanaka bawa danee,,,Singlish,97,14,False,False,False,
16483,mata dena geneemata awashyayi oba mulu rathriya purama elimahane newathee obe piya miya yana thuruma kanassallen sitinne kumakdeyi oba sithanne kumakdeyi mata dena geneemata awashyayi ow ow ohu dutuwak men,mata dena geneemata awashyayi oba mulu rathriya purama elimahane newathee obe piya miya yana thuruma kanassallen sitinne kumakdeyi oba sithanne kumakdeyi mata dena geneemata awashyayi ow ow ohu dutuwak men,,,Singlish,205,30,False,False,False,
16484,nila washayen wikineemata nomethi meya kopamana weda mata denata eya matha rendee siteemata siduwanu etha,nila washayen wikineemata nomethi meya kopamana weda mata denata eya matha rendee siteemata siduwanu etha,,,Singlish,105,15,False,False,False,
16488,oba thawamath unandu wanne eya wikineemata nethi bawa mama sithuwemi,oba thawamath unandu wanne eya wikineemata nethi bawa mama sithuwemi,,,Singlish,68,10,False,False,False,
16489,mama hithuwe eya wikineemata netha mama sithanne mata eya athheriya heki bawayi,mama hithuwe eya wikineemata netha mama sithanne mata eya athheriya heki bawayi,,,Singlish,79,12,False,False,False,
16490,mama hithanawa samahara wita mata ekata yanna denna puluwan weyi kiyala eka kada wetenawa wage,mama hithanawa samahara wita mata ekata yanna denna puluwan weyi kiyala eka kada wetenawa wage,,,Singlish,94,15,False,False,False,
16491,mawa ganan ganna epa mama mage kamare innam kohenda oyata e kalisama,mawa ganan ganna epa mama mage kamare innam kohenda oyata e kalisama,,,Singlish,68,12,False,False,False,
16492,owun obata kiwwe nedda mata mokakda kiyala,owun obata kiwwe nedda mata mokakda kiyala,,,Singlish,42,7,False,False,False,
16495,ekath ne ow ow ow oya gawa mage salli thiyenawada,ekath ne ow ow ow oya gawa mage salli thiyenawada,,,Singlish,49,10,False,False,False,
16497,ema tep eka uragath akaraya nisa obata sith riduna nam mata samawenna,ema tep eka uragath akaraya nisa obata sith riduna nam mata samawenna,,,Singlish,69,12,False,False,False,
16498,merenna gihin rassawak ganna,merenna gihin rassawak ganna,,,Singlish,28,4,False,False,False,
16500,hondayi kohomada oya e tep eka genawe,hondayi kohomada oya e tep eka genawe,,,Singlish,37,7,False,False,False,
16501,mamath karapu indiyanu netum charyawa ekka e tep ekata oya mata kawadawath gewwe nehe,mamath karapu indiyanu netum charyawa ekka e tep ekata oya mata kawadawath gewwe nehe,,,Singlish,85,14,False,False,False,
16502,oya parakkuyi hodayi saha oyata kohomada,oya parakkuyi hodayi saha oyata kohomada,,,Singlish,40,6,False,False,False,
16503,mamath kala yudewwan salli walata harima dakshayi,mamath kala yudewwan salli walata harima dakshayi,,,Singlish,49,7,False,False,False,
16505,tep ekata sthuthiyi mama obata pasuwa gewiya yuthuyi mama kedila heyi oya koheda yanne,tep ekata sthuthiyi mama obata pasuwa gewiya yuthuyi mama kedila heyi oya koheda yanne,,,Singlish,86,14,False,False,False,
16506,heyi oya koheda yanne passe,heyi oya koheda yanne passe,,,Singlish,27,5,False,False,False,
16507,panseeya obata pissu eya dolar dekak men wiya yuthuya,panseeya obata pissu eya dolar dekak men wiya yuthuya,,,Singlish,53,9,False,False,False,
16508,oyata pissuda eka dolar dekak wage wenna one mama mage kanyabhawaya nethi una dawase e enduma endagena hitiya,oyata pissuda eka dolar dekak wage wenna one mama mage kanyabhawaya nethi una dawase e enduma endagena hitiya,,,Singlish,109,18,False,False,False,
16509,mage kanyabhawaya hondin nethi wu dawase mama e enduma endagena hitiye eyi mama e gena selakilimath wenne,mage kanyabhawaya hondin nethi wu dawase mama e enduma endagena hitiye eyi mama e gena selakilimath wenne,,,Singlish,105,17,False,False,False,
16510,hondayi eyi mama e gena thekeemak karanne eyi obata awashyada eya obata moda lesa penenu etha,hondayi eyi mama e gena thekeemak karanne eyi obata awashyada eya obata moda lesa penenu etha,,,Singlish,93,16,False,False,False,
16511,eyi oyata eka oneda eka oyata moda widihata penawa deyiyane oyata,eyi oyata eka oneda eka oyata moda widihata penawa deyiyane oyata,,,Singlish,65,11,False,False,False,
16515,mehi honda dewal kihipayak thibe oba perani sangeethayata kemathida mama anumana karami,mehi honda dewal kihipayak thibe oba perani sangeethayata kemathida mama anumana karami,,,Singlish,87,12,False,False,False,
16517,meya honda ekakda eya etharam wishishta nowe mama nirdesha karanne eyayi,meya honda ekakda eya etharam wishishta nowe mama nirdesha karanne eyayi,,,Singlish,72,11,False,False,False,
16519,obata eya dekeemata awashyada mata udumahalata diwa gos eya laba gatha heka ow mama anumana karami,obata eya dekeemata awashyada mata udumahalata diwa gos eya laba gatha heka ow mama anumana karami,,,Singlish,98,16,False,False,False,
16520,ow mama hithanne mage dewal balanna,ow mama hithanne mage dewal balanna,,,Singlish,35,6,False,False,False,
16523,karunakara idiriyata gos mawa maranna me dewal obata sathutak gena denne nehe mawa wishwasa karanna oh enna oba kumak genada katha karanne,karunakara idiriyata gos mawa maranna me dewal obata sathutak gena denne nehe mawa wishwasa karanna oh enna oba kumak genada katha karanne,,,Singlish,138,22,False,False,False,
16524,mama obata katha karanne miniththuwakin oba samanga pitathata yana kanthawan ton gananak sitina bawa mama ottu allami,mama obata katha karanne miniththuwakin oba samanga pitathata yana kanthawan ton gananak sitina bawa mama ottu allami,,,Singlish,117,17,False,False,False,
16525,hari ne eththatama mama sahathika wenawa mata thathpara dekakin oyata dinayak ganna puluwan weyi kiyala,hari ne eththatama mama sahathika wenawa mata thathpara dekakin oyata dinayak ganna puluwan weyi kiyala,,,Singlish,103,15,False,False,False,
16526,nehe eththatama mama obata thathpara dekakin dinayak laba gatha heki bawa sahathika wemi,nehe eththatama mama obata thathpara dekakin dinayak laba gatha heki bawa sahathika wemi,,,Singlish,88,13,False,False,False,
16527,wasanawa mama sampurnayenma barapathalayi,wasanawa mama sampurnayenma barapathalayi,,,Singlish,41,4,False,False,False,
16528,mama sampurnayenma barapathalayi ow hondayi,mama sampurnayenma barapathalayi ow hondayi,,,Singlish,43,5,False,False,False,
16529,ow hondayi mama adahas kale oba mata siyalla bhara denawa mama obema paudgalika alaya sewawak wanu etha,ow hondayi mama adahas kale oba mata siyalla bhara denawa mama obema paudgalika alaya sewawak wanu etha,,,Singlish,103,17,False,False,False,
16530,mama adahas karanne oba siyalla mata bhara dena bawayi,mama adahas karanne oba siyalla mata bhara dena bawayi,,,Singlish,54,9,False,False,False,
16531,mama pirinemeema agaya karami namuth oba eththatama mage wachana salakunu nokaranne mema gimhanaya awasan wana wita oba obe bella dakwama sitinu etha,mama pirinemeema agaya karami namuth oba eththatama mage wachana salakunu nokaranne mema gimhanaya awasan wana wita oba obe bella dakwama sitinu etha,,,Singlish,149,22,False,False,False,
16533,eth den eka peththakin thiyala oya eya ekka eliyata yanawada eththatama mata eyawa hodata beluwe ne,eth den eka peththakin thiyala oya eya ekka eliyata yanawada eththatama mata eyawa hodata beluwe ne,,,Singlish,99,16,False,False,False,
16534,mama sema pirimi lamayekutama wargayak ethi ayagen kenek nowe,mama sema pirimi lamayekutama wargayak ethi ayagen kenek nowe,,,Singlish,61,9,False,False,False,
16535,sema pirimi lamayekutama wargayak etha mama adahas kale eya sampurna ashikshitha nowana athara eya durasthawa pawa akarshaneeya wana thak kal,sema pirimi lamayekutama wargayak etha mama adahas kale eya sampurna ashikshitha nowana athara eya durasthawa pawa akarshaneeya wana thak kal,,,Singlish,141,20,False,False,False,
16536,ithin obe pemwatha josh ohu kisiwekuge pemwatha nowe ohu me nikamma bekee saha mama wadha hinsa kireemata kemathiyi,ithin obe pemwatha josh ohu kisiwekuge pemwatha nowe ohu me nikamma bekee saha mama wadha hinsa kireemata kemathiyi,,,Singlish,115,18,False,False,False,
16537,josh ohu kagewath pemwatha nowe ohu bekee saha mama hondin wadha deemata kemathi me pudgalayaya,josh ohu kagewath pemwatha nowe ohu bekee saha mama hondin wadha deemata kemathi me pudgalayaya,,,Singlish,95,15,False,False,False,
16538,ane deyiyane apita methanata yanna wenawa,ane deyiyane apita methanata yanna wenawa,,,Singlish,41,6,False,False,False,
16539,mama eththatama kemathi nehe api winadiyakata ethulata yanawa nam eya kolahalayak wanu etha,mama eththatama kemathi nehe api winadiyakata ethulata yanawa nam eya kolahalayak wanu etha,,,Singlish,91,13,False,False,False,
16540,api winadiyakata ethulata yamu eka kolahalayak weyi mama hithanne nehe,api winadiyakata ethulata yamu eka kolahalayak weyi mama hithanne nehe,,,Singlish,70,10,False,False,False,
16541,mama hithanne nehe karunakara apata ese kala yuthuyi,mama hithanne nehe karunakara apata ese kala yuthuyi,,,Singlish,52,8,False,False,False,
16542,karunakara apata eya honda adahasak yeyi mama nosithami,karunakara apata eya honda adahasak yeyi mama nosithami,,,Singlish,55,8,False,False,False,
16543,eththatama mama hithanne nehe eka honda adahasak kiyala mama thaniyama yannam,eththatama mama hithanne nehe eka honda adahasak kiyala mama thaniyama yannam,,,Singlish,77,11,False,False,False,
16546,obata thora geneemata mema bar eka gehenu lamayingen piree yanu etha mama ema departhamenthuwe mage husma nogena sitimi,obata thora geneemata mema bar eka gehenu lamayingen piree yanu etha mama ema departhamenthuwe mage husma nogena sitimi,,,Singlish,119,18,False,False,False,
16547,ow eya nisekawama eyata honda wanu etha obata mata eya kireemata awashya asunak laba denna,ow eya nisekawama eyata honda wanu etha obata mata eya kireemata awashya asunak laba denna,,,Singlish,90,15,False,False,False,
16548,hondayi eyata asunak denna mata eya kireemata awashyayi,hondayi eyata asunak denna mata eya kireemata awashyayi,,,Singlish,55,8,False,False,False,
16550,oya e kellata monawada kiwwe mama eyata kiwwa oya loku rekod widhayaka niladhariyek kiyala oya e bend eka oyage lebalayata athsan karanna hithagena innawa kiyala,oya e kellata monawada kiwwe mama eyata kiwwa oya loku rekod widhayaka niladhariyek kiyala oya e bend eka oyage lebalayata athsan karanna hithagena innawa kiyala,,,Singlish,161,25,False,False,False,
16551,mama eyata kiwwa oba wishala wartha widhayaka niladhariyek bawath oba ema sangeetha kandayama obe lebalaya wana jesus wahanseta athsan kireemata sithana bawath,mama eyata kiwwa oba wishala wartha widhayaka niladhariyek bawath oba ema sangeetha kandayama obe lebalaya wana jesus wahanseta athsan kireemata sithana bawath,,,Singlish,159,22,False,False,False,
16552,apata awashya wanne obata munagesena sthanayak soya geneemata awashya wanne sampurna modayeku nowana ayeku pamanak bawa pene,apata awashya wanne obata munagesena sthanayak soya geneemata awashya wanne sampurna modayeku nowana ayeku pamanak bawa pene,,,Singlish,124,17,False,False,False,
16554,mata dinayak lebunath nethath oba metharam selakillak dakwanne mandeyi ma eseema obata prashnayak nowanne nam meya itha sisil ya,mata dinayak lebunath nethath oba metharam selakillak dakwanne mandeyi ma eseema obata prashnayak nowanne nam meya itha sisil ya,,,Singlish,128,19,False,False,False,
16555,oba ma esu prashnaya obata prashnayak nowanne nam oba mata dinayak lebunath nethath oba metharam selakillak dakwanne mandeyi mama nodanimi manda oba weni kollekuta dinayak laba gatha noheki lokayak pilibanda adahasa mata daragatha noheki bewini,oba ma esu prashnaya obata prashnayak nowanne nam oba mata dinayak lebunath nethath oba metharam selakillak dakwanne mandeyi mama nodanimi manda oba weni kollekuta dinayak laba gatha noheki lokayak pilibanda adahasa mata daragatha noheki bewini,,,Singlish,244,35,False,False,False,
16560,oya awurudu dahanawayak kuk kukul mas wala weda karanawa,oya awurudu dahanawayak kuk kukul mas wala weda karanawa,,,Singlish,56,9,False,False,False,
16561,awurudu dahanawayak thisse oba kuk kuk ho wenath deyak,awurudu dahanawayak thisse oba kuk kuk ho wenath deyak,,,Singlish,54,9,False,False,False,
16562,oba kabalen lipata kuk kenekda eseth nethinam etharam akarshaneeya deyak nowe eththa washayenma mama owunge ayathanika mulasthanaye sahakara kalamanakaruweki,oba kabalen lipata kuk kenekda eseth nethinam etharam akarshaneeya deyak nowe eththa washayenma mama owunge ayathanika mulasthanaye sahakara kalamanakaruweki,,,Singlish,157,19,False,False,False,
16565,heyi mata honda prathilabha lebenawa honda ikman wishrama selesmak kisiwek mata karadara karanne nehe ow namuth thawamath,heyi mata honda prathilabha lebenawa honda ikman wishrama selesmak kisiwek mata karadara karanne nehe ow namuth thawamath,,,Singlish,121,17,False,False,False,
16566,ow namuth thawamath mama kanna saha perani wartha miladee geneemata pramanawath mudalak upayanawa mata thawath awashya de,ow namuth thawamath mama kanna saha perani wartha miladee geneemata pramanawath mudalak upayanawa mata thawath awashya de,,,Singlish,121,17,False,False,False,
16567,heyi mata meya nayata gatha hekida eyi,heyi mata meya nayata gatha hekida eyi,,,Singlish,38,7,False,False,False,
16568,eyi mama eka hondata balagannam kiyala porondu wenawa,eyi mama eka hondata balagannam kiyala porondu wenawa,,,Singlish,53,8,False,False,False,
16577,inga patiyak weni de samahara wita obata den therenawa mata dinayak laba gatha nohekke mandeyi,inga patiyak weni de samahara wita obata den therenawa mata dinayak laba gatha nohekke mandeyi,,,Singlish,94,15,False,False,False,
16578,mata pemwathiyak lebunath eya eththa washayenma kisiwak wenas nokaranu etheyi mama kisi witekath sithannata patan noganimi,mata pemwathiyak lebunath eya eththa washayenma kisiwak wenas nokaranu etheyi mama kisi witekath sithannata patan noganimi,,,Singlish,122,16,False,False,False,
16579,mata pemwathiyak lebunath eka eththatama kisima deyak wenas karanne nehe kiyala mama hithanna patan gannawa eka oyage hema prashnayakma nethi karanawa wage neweyi kiyala mama dannawa,mata pemwathiyak lebunath eka eththatama kisima deyak wenas karanne nehe kiyala mama hithanna patan gannawa eka oyage hema prashnayakma nethi karanawa wage neweyi kiyala mama dannawa,,,Singlish,182,26,False,False,False,
16580,eththatama mata den me eka minihek gena sampurna kemeththak thiyenawa namuth eka eththatama awul sahagatha thathwayak oh ow,eththatama mata den me eka minihek gena sampurna kemeththak thiyenawa namuth eka eththatama awul sahagatha thathwayak oh ow,,,Singlish,123,18,False,False,False,
16581,oba eya laba ganne nedda yanthrayata eya laba geneemata ida denna mata katha karana kisiweku samanga katha kireemata mata ashawak netha,oba eya laba ganne nedda yanthrayata eya laba geneemata ida denna mata katha karana kisiweku samanga katha kireemata mata ashawak netha,,,Singlish,135,21,False,False,False,
16583,eya oba paudgalika denweemak ho wenath deyak liwwe kumak deyi mata wihiluwak lesa nopenena wihiluwak pilibanda yamekuge adahasak pamani,eya oba paudgalika denweemak ho wenath deyak liwwe kumak deyi mata wihiluwak lesa nopenena wihiluwak pilibanda yamekuge adahasak pamani,,,Singlish,135,19,False,False,False,
16584,eya mata wihiluwak lesa nopenuni,eya mata wihiluwak lesa nopenuni,,,Singlish,32,5,False,False,False,
16587,obata etharam wishwasa kala hekke keseda ah mama me wage dewal gena praweenayek eya sampurnayenma eththayi,obata etharam wishwasa kala hekke keseda ah mama me wage dewal gena praweenayek eya sampurnayenma eththayi,,,Singlish,106,16,False,False,False,
16588,hayi me mama oh hayi,hayi me mama oh hayi,,,Singlish,20,5,False,False,False,
16589,halo hayi me mama,halo hayi me mama,,,Singlish,17,4,False,False,False,
16590,hayi ithin mokada wune,hayi ithin mokada wune,,,Singlish,22,4,False,False,False,
16591,oba mata wihilu karanne kumak da ow e nisa mama yanna honda eya eththatama katha kireemata hondama kalaya nowe,oba mata wihilu karanne kumak da ow e nisa mama yanna honda eya eththatama katha kireemata hondama kalaya nowe,,,Singlish,110,19,False,False,False,
16592,ow ithin mama yanna hodayi eka eththatama hondama welawa neme katha karanna oya kemathi oyage palaweni dawasedi eya ekka lingikawa ekathu wenna,ow ithin mama yanna hodayi eka eththatama hondama welawa neme katha karanna oya kemathi oyage palaweni dawasedi eya ekka lingikawa ekathu wenna,,,Singlish,143,22,False,False,False,
16593,obe palamu dinayedee eya samanga lingikawa hesireemata oba kemathi kumakda mama obata pasuwa katha karannam bayi,obe palamu dinayedee eya samanga lingikawa hesireemata oba kemathi kumakda mama obata pasuwa katha karannam bayi,,,Singlish,112,16,False,False,False,
16597,hari pudumayi oya dannawane ithin yaluwane oyala ekata karanne mona wage dewalda kiyala eya perani wartha saha dewal walata,hari pudumayi oya dannawane ithin yaluwane oyala ekata karanne mona wage dewalda kiyala eya perani wartha saha dewal walata,,,Singlish,123,19,False,False,False,
16598,api eththatama ikmaninma ekathu wiya yuthuyi mama aniwaryayenma me sathiye oyata katha karannam oya magen gelawenna hadanne mokakda kiyala,api eththatama ikmaninma ekathu wiya yuthuyi mama aniwaryayenma me sathiye oyata katha karannam oya magen gelawenna hadanne mokakda kiyala,,,Singlish,138,19,False,False,False,
16599,oya monawada magen ayin karanna hadanne ne ne eka mata winadi kihipayakin yanna one saha,oya monawada magen ayin karanna hadanne ne ne eka mata winadi kihipayakin yanna one saha,,,Singlish,88,15,False,False,False,
16600,ne ne eka mama winadi kihipayakin yanna one oya magen ahannawath yanne nedda mama kohomada karanne kiyala,ne ne eka mama winadi kihipayakin yanna one oya magen ahannawath yanne nedda mama kohomada karanne kiyala,,,Singlish,105,17,False,False,False,
16601,oya magen ahannawath yanne nedda mama kohomada karanne kiyala mata samawenna ah ithin kohomada,oya magen ahannawath yanne nedda mama kohomada karanne kiyala mata samawenna ah ithin kohomada,,,Singlish,94,14,False,False,False,
16604,ithin ohu den obe pemwathada samahara wita mama nodanimi ohuta eththa washayenma weemata awashya bawa mama me mohothe deemana kihipayak kira mena balami,ithin ohu den obe pemwathada samahara wita mama nodanimi ohuta eththa washayenma weemata awashya bawa mama me mohothe deemana kihipayak kira mena balami,,,Singlish,152,23,False,False,False,
16605,mama danne nehe mama eththatama hithanne nehe mama eththa washayenma oba kala yuthuyi mama denatamath peya miliyanayak pramadayi,mama danne nehe mama eththatama hithanne nehe mama eththa washayenma oba kala yuthuyi mama denatamath peya miliyanayak pramadayi,,,Singlish,128,18,False,False,False,
16606,eththa washayenma oba mama denatamath peya miliyanayak pramada wee etha mama ese nokala yuthuya,eththa washayenma oba mama denatamath peya miliyanayak pramada wee etha mama ese nokala yuthuya,,,Singlish,95,14,False,False,False,
16607,mama kala sandarshanaya amathaka nokara wena deyak karamu,mama kala sandarshanaya amathaka nokara wena deyak karamu,,,Singlish,57,8,False,False,False,
16611,e nisa obata mawa newatha dekeemata awashya netha eththa washayenma mama eya karami den mata awashya wanne eyayi,e nisa obata mawa newatha dekeemata awashya netha eththa washayenma mama eya karami den mata awashya wanne eyayi,,,Singlish,112,18,False,False,False,
16612,nehe eththenma mama eka karanawa den mata awashya eyage prashnaya kumakda kese wethath eya eththatama obata kiwwa obata mawa penna be kiyala,nehe eththenma mama eka karanawa den mata awashya eyage prashnaya kumakda kese wethath eya eththatama obata kiwwa obata mawa penna be kiyala,,,Singlish,140,22,False,False,False,
16613,kese wethath eyage prashnaya kumakda eya eththatama obata kiwwada oyata mawa penna be ne ne ne hariyatama eyata therenne ne oya wage kenekwa mama kohomada danne kiyala,kese wethath eyage prashnaya kumakda eya eththatama obata kiwwada oyata mawa penna be ne ne ne hariyatama eyata therenne ne oya wage kenekwa mama kohomada danne kiyala,,,Singlish,167,27,False,False,False,
16614,ne ne hariyatama ne oya wage kenekwa mama danne kohomada kiyala eyata therenne nehe mama wage kenek eyin adahas karanne mokakda kiyala,ne ne hariyatama ne oya wage kenekwa mama danne kohomada kiyala eyata therenne nehe mama wage kenek eyin adahas karanne mokakda kiyala,,,Singlish,134,22,False,False,False,
16616,oba mata kemathi yeyi eya sitheemata tharam tharuna kenek oba yamak karanna ethi,oba mata kemathi yeyi eya sitheemata tharam tharuna kenek oba yamak karanna ethi,,,Singlish,80,13,False,False,False,
16617,oba mata kemathi yeyi eyata sitheemata oba yamak kara thibiya yuthuya mama ese nosithami,oba mata kemathi yeyi eyata sitheemata oba yamak kara thibiya yuthuya mama ese nosithami,,,Singlish,88,14,False,False,False,
16618,mama hithanne nehe e kiyanne oya mata kemathi nehe kiyala,mama hithanne nehe e kiyanne oya mata kemathi nehe kiyala,,,Singlish,57,10,False,False,False,
16619,e kiyanne oya mata kemathi nehe eththenma nehe,e kiyanne oya mata kemathi nehe eththenma nehe,,,Singlish,46,8,False,False,False,
16624,oya mokada kiyanne baya wenna epa mama oyata thawath karadara karanne nehe,oya mokada kiyanne baya wenna epa mama oyata thawath karadara karanne nehe,,,Singlish,74,12,False,False,False,
16625,oya mokada methana karanne mata oyawa balanna thibuna,oya mokada methana karanne mata oyawa balanna thibuna,,,Singlish,53,8,False,False,False,
16626,mata oyawa balanna thibuna mokada wenne kiyala,mata oyawa balanna thibuna mokada wenne kiyala,,,Singlish,46,7,False,False,False,
16628,obata awama washayen mata ethulata yamata ida diya hekida aniwaryayenma ethulata enna,obata awama washayen mata ethulata yamata ida diya hekida aniwaryayenma ethulata enna,,,Singlish,85,12,False,False,False,
16629,ah aniwaryayenma enna balanna mata kawuruhari mata winadi pahak honda wenna one eeta passe mama oyawa thani karannam,ah aniwaryayenma enna balanna mata kawuruhari mata winadi pahak honda wenna one eeta passe mama oyawa thani karannam,,,Singlish,116,18,False,False,False,
16630,balanna mata kawuruhari mata winadi pahak honda wenna one eeta passe mama oyata thaniyama innam mokakda prashne,balanna mata kawuruhari mata winadi pahak honda wenna one eeta passe mama oyata thaniyama innam mokakda prashne,,,Singlish,111,17,False,False,False,
16631,ape masa deke sanwathsaraya wenuwen mama eya ithiri kara gatha yuthu bawa dana ya,ape masa deke sanwathsaraya wenuwen mama eya ithiri kara gatha yuthu bawa dana ya,,,Singlish,81,14,False,False,False,
16632,mokakda prashne oyata bonna monahari thiyenawada,mokakda prashne oyata bonna monahari thiyenawada,,,Singlish,48,6,False,False,False,
16633,mama hithanne rut biyar tikak thiyenawa me gena,mama hithanne rut biyar tikak thiyenawa me gena,,,Singlish,47,8,False,False,False,
16639,mama kreedawata waira karanne kohomada e kalaya purama mama uthsaha kale oba magen kisi dineka eliyata nopemini dinayak laba geneematayi,mama kreedawata waira karanne kohomada e kalaya purama mama uthsaha kale oba magen kisi dineka eliyata nopemini dinayak laba geneematayi,,,Singlish,136,20,False,False,False,
16640,ow namuth thawamath gehenu lamayekuta ese nosalaka hereema ekthara akarayaka apahasayaki eththa washayenma mama adahas karanne eyi mata oba samanga pitathata yamata awashya nowanne,ow namuth thawamath gehenu lamayekuta ese nosalaka hereema ekthara akarayaka apahasayaki eththa washayenma mama adahas karanne eyi mata oba samanga pitathata yamata awashya nowanne,,,Singlish,180,24,False,False,False,
16643,ithin api koheda yanne kawuda ganan ganne api yamu apiwa nawathwana de,ithin api koheda yanne kawuda ganan ganne api yamu apiwa nawathwana de,,,Singlish,70,12,False,False,False,
16644,kawuda ganan ganne api yamu apiwa nawathwanne mokakda kiyala mama danne nehe,kawuda ganan ganne api yamu apiwa nawathwanne mokakda kiyala mama danne nehe,,,Singlish,76,12,False,False,False,
16645,mama danne nehe mama barapathalayi mama hemogenma godak asaneepayi eyi mata ona deyak karanna beri,mama danne nehe mama barapathalayi mama hemogenma godak asaneepayi eyi mata ona deyak karanna beri,,,Singlish,98,15,False,False,False,
16646,mama barapathalayi mama hemogenma godak asaneepayi eyi mata ona deyak karanna puluwanda oyata ona de,mama barapathalayi mama hemogenma godak asaneepayi eyi mata ona deyak karanna puluwanda oyata ona de,,,Singlish,100,15,False,False,False,
16648,oyata monawada one mama mama,oyata monawada one mama mama,,,Singlish,28,5,False,False,False,
16650,deyiyane dana oyawa maranna hadanne eththatama apiwa kohe hari elawanna onada,deyiyane dana oyawa maranna hadanne eththatama apiwa kohe hari elawanna onada,,,Singlish,77,11,False,False,False,
16652,obata awashya nam mama nodanimi,obata awashya nam mama nodanimi,,,Singlish,31,5,False,False,False,
16653,obata eya amathaka kireemata awashya nam mama eya karami,obata eya amathaka kireemata awashya nam mama eya karami,,,Singlish,56,9,False,False,False,
16654,amathaka karanna epa mama kawadawath mehema deyak weyi kiyala balaporoththu wune ne,amathaka karanna epa mama kawadawath mehema deyak weyi kiyala balaporoththu wune ne,,,Singlish,83,12,False,False,False,
16655,mama kawadawath mehema deyak weyi kiyala balaporoththu wune ne ow matath ne,mama kawadawath mehema deyak weyi kiyala balaporoththu wune ne ow matath ne,,,Singlish,75,12,False,False,False,
16656,ow hondayi oba ma samanga gaman kireema gena sema witama oba eththatama adahas kale ma bawa oba dena sitiya yuthu netha,ow hondayi oba ma samanga gaman kireema gena sema witama oba eththatama adahas kale ma bawa oba dena sitiya yuthu netha,,,Singlish,119,21,False,False,False,
16657,namuth mata eththatama tikak nidaganna ona,namuth mata eththatama tikak nidaganna ona,,,Singlish,42,6,False,False,False,
16658,mata eththatama oba samanga katha kireemata awashyayi oba mehi padinchiyata yama gena oba pewasu de gena mama kalpana karamin sitimi mata ohuta awashya onema akarayakin salakanna puluwan mama wedihitiyek mawa thani karanna,mata eththatama oba samanga katha kireemata awashyayi oba mehi padinchiyata yama gena oba pewasu de gena mama kalpana karamin sitimi mata ohuta awashya onema akarayakin salakanna puluwan mama wedihitiyek mawa thani karanna,,,Singlish,222,32,False,False,False,
16662,winodaya kisida nawathinne nethi thena menna ow mama eththatama sathutuyi eththatama honda kalayak gatha kireema gena,winodaya kisida nawathinne nethi thena menna ow mama eththatama sathutuyi eththatama honda kalayak gatha kireema gena,,,Singlish,117,16,False,False,False,
16663,ow mama eththatama sathutu wenawa e nisa thawamath obatama wadha hinsa karamin honda kalayak gatha kireema gena mama eththatama sathutu wenawa,ow mama eththatama sathutu wenawa e nisa thawamath obatama wadha hinsa karamin honda kalayak gatha kireema gena mama eththatama sathutu wenawa,,,Singlish,142,21,False,False,False,
16664,samahara wita eyata thawath pemwathek sitee ow mawa dirimath kalata sthuthiyi,samahara wita eyata thawath pemwathek sitee ow mawa dirimath kalata sthuthiyi,,,Singlish,77,11,False,False,False,
16665,ow hondayi mata prashnayak ne dirimath kalata sthuthiyi,ow hondayi mata prashnayak ne dirimath kalata sthuthiyi,,,Singlish,55,8,False,False,False,
16666,karunakara josh eya amathaka karanna apayojanaya kireemata wenath duppathun soya geneemata kramayak netha,karunakara josh eya amathaka karanna apayojanaya kireemata wenath duppathun soya geneemata kramayak netha,,,Singlish,105,13,False,False,False,
16668,mama ekangayi mata ohuwa dakinna thibuna nam hondayi kiyala,mama ekangayi mata ohuwa dakinna thibuna nam hondayi kiyala,,,Singlish,59,9,False,False,False,
