sample_id,text,source_row,review_status,review_reason
SI21134,hondayi gos eya wenath kenekuta weda karanna eya mama [Unkown] [Unkown] mata lebena [Unkown] namuth mama,21135,needs_review,partial_unknown_marker
SI21135,mokakda prashnaya sweeni,21136,pending,
SI21136,hondayi obata wena kisiwek netha,21137,pending,
SI21137,oba mata durin siteemata udaw kala yuthuyi,21138,pending,
SI21138,apa kalin kala akarayata newatha apawa newatha ekata gena enu etha,21139,pending,
SI21139,eya apawa newatha warak ekathu karanu etha api kalin siti akarayatama onema thenaka onema sthanayakata mama biya wanne eyayi,21140,pending,
SI21140,sathayakwath nowa thispahe babunta hondin sawan denna,21141,pending,
SI21141,hari hari this pahayi thawa sathayakwath epa,21142,pending,
SI21142,karunakara obata wishala dukak denenu etha ema wenath pathrikawa obata laba deemata yanne kumakda [Unkown],21143,needs_review,partial_unknown_marker
SI21143,loku dukak ara anith paththare mokakda oyata denna yanne mama wena kisima paththarayakata weda karanne nehe,21144,pending,
SI21144,obata [Unkown] kireemata awashya siyalla wiwaha kara ganna namuth obata puwathpath wyaparayen iwath wiya noheka obata ema woltar mata wikineemata noheka,21145,needs_review,partial_unknown_marker
SI21145,obata mata [Unkown] yeyi kiyana woltar mata oba puwathpath miniseku yeyi kiyayi,21146,needs_review,partial_unknown_marker
SI21146,mata kiyanne kawuda mata oba puwathpathak [Unkown] yeyi mama puwathpath minisek,21147,needs_review,partial_unknown_marker
SI21147,ekayi mama samuganne mata geheniyak wenna puluwan thenakata yanna one mama oyawa handunanawa eken oyawa marayi kiyala mama dannawa,21148,pending,
SI21148,obata me minisa [Unkown] munagesenne kohenda [Unkown],21149,needs_review,partial_unknown_marker
SI21149,[Unkown] [Unkown] pohosath ya,21150,needs_review,partial_unknown_marker
SI21150,[Unkown] pohosath oba dhanawathun kendawana de wasarakata pandahasak pamana we,21151,needs_review,partial_unknown_marker
SI21151,oba pohosatha yeyi kiyana de wasarakata pandahasak pamana upayanne ohuge pelapatha nowe,21152,pending,
SI21152,ohu rakshana [Unkown] sitina rekawa kumakda [Unkown],21153,needs_review,partial_unknown_marker
SI21153,ohu rakshana wyaparaye rakshana wyaparaye sitee,21154,pending,
SI21154,rakshana wyaparaya honda awanka wyaparayak neda [Unkown],21155,needs_review,partial_unknown_marker
SI21155,eya honda awanka wyaparayak noweda eya awanka bawa wishwasayi namuth kese ho mata obawa prathipaththi wikunana pirimi lamayeku samanga sithiya noheka,21156,pending,
SI21156,kiyanna pirimi lamayekuta samanayi mama wiwaha wiya yuthuyi ohuge nama hondayi mama obata ingiyak dennam heta wana wita owun mata bruurus boldwin mahathmiya lesa katha karanu etha,21157,pending,
SI21157,hondayi mama heta wana wita obata ingiyak dennam owun mata bruurus boldwin mahathmiya kiya heta ikmanin katha karanu etha,21158,pending,
SI21158,mata obata sthuthi kireemata noheki wu siyallata mama obata prarthana karami,21159,pending,
SI21159,godak sthuthiyi mata me minihawa mulinma dakinna beri wuna mage birinda wiwaha wenne kawada kiyala mata wisheshayi,21160,pending,
SI21160,harima narakayi mata me minihawa mulinma balanna beri wuna mage birinda hondin wiwaha wena kena gena mata wisheshayi ohu den ma enathuru pera kamaraye balan innawa,21161,pending,
SI21161,hondayi ohu den ma enathuru pera kamaraye bala sitinawa mata ohuwa hamuwiya hekida kiya,21162,pending,
SI21162,mata eyawa munagehenna puluwanda kiyanna woltar honda deyak karanne nehe kiyala,21163,pending,
SI21163,oh woltar honda deyak nokaranawa nam hondayi oba baya nehe,21164,pending,
SI21164,oya baya ne oya [Unkown] mama kiyanna epa kiyala,21165,needs_review,partial_unknown_marker
SI21165,mama bayayi mama hari ne kiyanna ehenam enna api balamu me [Unkown] oya kiyana tharam hondada kiyala,21166,needs_review,partial_unknown_marker
SI21166,ehenam ohuta den oba samanga avashya kumakda [Unkown],21167,needs_review,partial_unknown_marker
SI21167,den oba mata paudgalikawa kisiwak laba dunne netha mama me esuweya,21168,pending,
SI21168,oba mema woltar wishwasa nokara ba [Unkown] s mata wihiluwak netha,21169,needs_review,partial_unknown_marker
SI21169,ohu kanthawak samanga sitina wita ohu thama thoppiya galawanne kumak sandahada [Unkown],21170,needs_review,partial_unknown_marker
SI21170,ohu kanthawak samanga ewidina wita kumak sandahada saha ohu eya enathuru bala sitee,21171,pending,
SI21171,ohu kanthawak samanga ewidina wita ohu eya enathuru bala sitee samawenna,21172,pending,
SI21172,darshanayak nirmanaya nokara mata meya nathara kala noheki yeyi mama sithami namuth eya obe awasana praharaya bawa mathaka thaba ganna oba eyata kemathi wanne keseda yanna mehi mama obata saha obe mihiri hadawathata priya karami eyayi mata lebena sthuthiya,21173,pending,
SI21173,hondayi mama obata eka deyak kiyannam wayasaka eya kawadawath ma desa beluwe nehe eya oba desa balana akarayata mata woltar ethi namuth oba kawadawath ehi sitiye netha,21174,pending,
SI21174,menna manaliya ha manalaya wasanawanthayi obata sthuthiyi,21175,pending,
SI21175,oba eya keewe [Unkown] niwun daruwan lebena athara arl wiliyams heta ella mara damayi,21176,needs_review,partial_unknown_marker
SI21176,ohuta pissu nam eya pata poliskarayeku wu nisa rajaya ohuwa iwath nokaranne manda [Unkown],21177,needs_review,partial_unknown_marker
SI21177,eya warnawath poliskarayeku wu nisa mema nagaraye nagaradhipathiwarayata warna chandaya itha wedagath we,21178,pending,
SI21178,wisheshayenma dina kihipayakin pewethwena methiwaranayak samanga mema nagaraye nagaradhipathiwarayata warnawath chandaya itha wedagath we,21179,pending,
SI21179,[Unkown] ohuta rawata noganna de kumakdeyi oba sithanne [Unkown] oba adahas karanne kumakda yanna obata kisiyam hengeemak ethi bawata kriya kala hekiya,21180,needs_review,partial_unknown_marker
SI21180,oba adahas karanne kriyawak pamani,21181,pending,
SI21181,hondayi eya ekko obe peththen kriyawak ho sweenige ashcharyayak oba adahas karanne kumakda,21182,pending,
SI21182,siyaluma dakunu adambarayi mama agulu dama ethi namuth mama obawa newatha laba dena [Unkown] yojanawak karami,21183,needs_review,partial_unknown_marker
SI21183,mama hithanne mama hithanne mama hithanne ow eya [Unkown] deru pareekshawakin thorawa mata kisidu kathawak nolebena bawa,21184,needs_review,partial_unknown_marker
SI21184,ow saha eya mdu lesa thebeemayi sahathika kala chekpathak netha kathawak netha mawa hondin laba ganna chekpatha mage engili salakunu awashya nam sahathika karanu lebe,21185,pending,
SI21185,wishala suwisheshee suwa pahasu nisa eya kutti walin mata [Unkown] hathak da panahak weya wiya,21186,needs_review,partial_unknown_marker
SI21186,eya [Unkown] ira demeemata mata rupiyal harasiya panahak weya wiya eya kamak netha kathawa kumakda,21187,needs_review,partial_unknown_marker
SI21187,kamak ne kathawa mokakda kiyala kamak ne mage salli neweyi [Unkown] salli,21188,needs_review,partial_unknown_marker
SI21188,poddak inna oyage amma jeewathun athara kiyala mama kiwwe mage achchige sohona uda kiyala,21189,pending,
SI21189,mama adahas kale mage achchige sohona matha ochchara thakshanika lesa noselakilimath nowanna kathawa kumakda yannayi niw york hi wisheshagna waidya [Unkown] wiliyams newatha aparadhaya kriyathmaka kireemata theeranaya karayi,21190,needs_review,partial_unknown_marker
SI21190,woltar dee oya dekkada ow eya koheda kiyala,21191,pending,
SI21191,ow ohu koheda eya janelayen penna,21192,pending,
SI21192,eya janelayen penna mama dannawa ohu koheda kiyala mama kiwwa,21193,pending,
SI21193,oya hithanne oya koheda mawa dala yanne kiyala mata [Unkown] hiren eliyata ganna thiyenawa oh woltar eyi oyata mata mehema karanna wune,21194,needs_review,partial_unknown_marker
SI21194,poddak inna apita [Unkown] methana dala yanna be anith ekekwa api eyawa mage pudgalika karyalayata [Unkown] koheda ape fon eka,21195,needs_review,partial_unknown_marker
SI21195,api ohuwa mage paudgalika karyalayata gena yanawa koheda oya kohomada ohu regena yanne kiyala,21196,pending,
SI21196,ohu mesaya thula sitinne nam mama mesaya thulata mesaya regena yannemi mata [Unkown] laba denna,21197,needs_review,partial_unknown_marker
SI21197,obata ema mesaya pitathata gatha noheka eya pitatha polis bhatayan samanga badaga yayi,21198,pending,
SI21198,obe yathuru liyanayen peramuna labagena barak purawanna oba eyata kopamana [Unkown] [Unkown] barak laba gannawada [Unkown],21199,needs_review,partial_unknown_marker
SI21199,oba sathuwa ethi siyaluma wachana e matha obata kopamana [Unkown] [Unkown],21200,needs_review,partial_unknown_marker
SI21200,oba sathuwa ethi siyaluma wachana kadadasi kihipayak thibe,21201,pending,
SI21201,mata nagaradhipathi godura kurulleku lesa hendinwiya hekida [Unkown],21202,needs_review,partial_unknown_marker
SI21202,[Unkown] [Unkown] [Unkown] [Unkown] un e kathawe ithuru tika balagena innawa hari woltar,21203,needs_review,partial_unknown_marker
SI21203,hondin idiriyata yanna ba [Unkown] s thetiye [Unkown] weemata pera weediwala amathara mudalak,21204,needs_review,partial_unknown_marker
SI21204,ehidee [Unkown] [Unkown] [Unkown] [Unkown] [Unkown] ohu tikat laba geneemata pitathwa giyeya,21205,needs_review,partial_unknown_marker
SI21205,[Unkown] [Unkown] [Unkown] eya tikat ganna eliyata giya tikat monawada,21206,needs_review,partial_unknown_marker
SI21206,dumriya tikat path monawada,21207,pending,
SI21207,dumriya praweshapathra ohu newatha mehi eyi,21208,pending,
SI21208,ohu newatha mehi enawada obata ohuwa esune nedda eththenma ohu newatha mehi enawa oba digatama yanawada [Unkown],21209,needs_review,partial_unknown_marker
SI21209,sheetha kala robin mama iwara wuna wage oya ethana inna epa,21210,pending,
SI21210,mama iwarayi iwarayi,21211,pending,
SI21211,bruurus me wana wita apasu peminiya yuthuya woltar oba newatha kisiwak uthsaha nokaranne oba modada oba sithanne mata mema kathawen pasuwa obata heki yeyi oba sithanawa,21212,pending,
SI21212,ko boldwin mahathmiya oba eya samanga kale kumakda [Unkown],21213,needs_review,partial_unknown_marker
SI21213,oba eyata mokada kale mokakda wune kiyala,21214,pending,
SI21214,mokada une oya randu wela,21215,pending,
SI21215,mata kiyanna epa eya meruwa kiyala eya oba dekkada kiyala,21216,pending,
SI21216,eya daiwaya [Unkown] kumak wewida yannayi mama bruurus kireemata kumak kiyannada mama ohuta kumak kiyannada,21217,needs_review,partial_unknown_marker
SI21217,[Unkown] ma desa balanna mama oba desa balanne [Unkown],21218,needs_review,partial_unknown_marker
SI21218,mama oba desa balami,21219,pending,
SI21219,eya magema mawa nam mama obawa gena yanawa mama obawa siduwana kadadasi sudu peheya nisa mama pitathata yanawa,21220,pending,
SI21220,halo halo gim batahira hathara paha paha hatha,21221,pending,
SI21221,[Unkown] [Unkown] [Unkown] [Unkown] [Unkown] [Unkown] halo halo [Unkown] oya koheda inne,21222,needs_review,partial_unknown_marker
SI21222,kawuda halo [Unkown] oya koheda [Unkown] hospital eke [Unkown] rum eka denna,21223,needs_review,partial_unknown_marker
SI21223,[Unkown] hospitl piligeneeme kamaraya denna oba ehi karanne kumakda yanna oba arambha kara netha,21224,needs_review,partial_unknown_marker
SI21224,halo edee [Unkown] jonsan oto [Unkown] ekakin genapu wayasaka genu kenek hitiya neda oya ethana monawada karanne,21225,needs_review,partial_unknown_marker
SI21225,helo edee [Unkown] jonsan oto [Unkown] ekakin gena mahalu kanthawak sitiyada oh sebasthiyan [Unkown] sawan denna eya jeewithaya ha maranaya pilibanda karanayak sawan denna,21226,needs_review,partial_unknown_marker
SI21226,aho sebasthiyan [Unkown] sawan denna eya jeewithaya ha maranaya pilibanda prashnayaki kisiweku ude pandara thunen deka hatharata sawan denna,21227,needs_review,partial_unknown_marker
SI21227,kawuruth ude pandara thunayi dekayi hatharayi mata ehenne ne oya katha karanne kawuda kiyala oyata den nawaththanna beri deyak,21228,pending,
SI21228,mata ehenne ne oya katha karana kenek innawa kiyala den oyata nawaththanna beri deyak me praja rohalada kiyala,21229,pending,
SI21229,ema ankayata nada karanna oba mehi enawada apata eya gena ya hekideyi balanna,21230,pending,
SI21230,methanata enna balanna apita eka geniyanna puluwanda kiyala halo halo me inne ispirithale [Unkown] oyata anthimedi wahana anathurak unada,21231,needs_review,partial_unknown_marker
SI21231,halo halo me inne hospital eke innawada anthimata oto eksidant ekak unada oya meheta enne,21232,pending,
SI21232,oya meheta awada mama obe samawa ayadinawa,21233,pending,
SI21233,oh oba ma mathata [Unkown] biththiyata mage pitupasata ihalin sitina wita mama obe samawa ayadina bawa mata pene,21234,needs_review,partial_unknown_marker
SI21234,[Unkown] obata den mawa awayawayak matha athhera demiya noheka eya crciket wenna epa oba kiyanne oba kiyana de mama ba [Unkown] s ge mawa soyagena eya pitathata gos eyawa soya gannemi,21235,needs_review,partial_unknown_marker
SI21235,kawuda kiyana eka arinna epa mama mtha shareeragarayata yanawa balanna,21236,pending,
SI21236,ne oya methana mokakda kiyala woltar karanna epa,21237,pending,
SI21237,winadiyak inna mineemerumak ah,21238,pending,
SI21238,methiwaranayak dinanna ahinsakayek ellala maranawa,21239,pending,
SI21239,oba meya mulinma idiripath kale kawadada [Unkown],21240,needs_review,partial_unknown_marker
SI21240,obage doshabhiyogaya illa wishesha sanskaranayak nikuth karana thek mama thawa peya thunak pamana gatha wiya yuthuya,21241,pending,
SI21241,obage doshabhiyogaya saha oba athadanguwata ganna lesa illa sitina wishesha sanskaranayak apata laba gatha heki wana thuru oba ek ayekuta wasara dahayaka pamana kalayak lebenu etheyi mama sithami,21242,pending,
SI21242,thada [Unkown] eya kese wuyeda oba kanassallata pathwa siti bawa mata kiyanna epa,21243,needs_review,partial_unknown_marker
SI21243,mata kiyanna epa oba kanassallata pathwa sitiya mama biyata path wuna oba nowe,21244,pending,
SI21244,ek akarayakin mama adahas karanne perani dinawala apa gewu dewal men ekata weda kireemayi,21245,pending,
SI21245,mama adahas karanne perani dinawala men ekata weda kireemayi,21246,pending,
SI21246,api nisekawa ma idimunu tadabadayaka sitimu mathakayi api dee [Unkown] karyalayata kada wedee [Unkown] [Unkown] dinapotha pitapath kala kalaya,21247,needs_review,partial_unknown_marker
SI21247,api nisekawama ese kala namuth apata sathiyak [Unkown] hotalaye sengawee siteemata sidu wu athara apage ekama pujakaya duppath mahalu kanthawage bada wiya,21248,needs_review,partial_unknown_marker
SI21248,[Unkown] hotalaye saha apage ekama dewagethiwaraya wuye duppath mahalu kanthawage bada mata mathaka netha apata siduwuye eyayi,21249,needs_review,partial_unknown_marker
SI21249,samawenna [Unkown] mama wenath pirimiyekuge pemwathiyakata adaraya karanna adahas kale nehe eka hari woltar eka oyage wagema mage waradak,21250,needs_review,partial_unknown_marker
SI21250,ow mama hithanawa mata puluwan namuth woltar ohu obata ohuge jeewithaye ithiri kalaya laba denu etha obata mata thawath peyak denna berida,21251,pending,
SI21251,ohu obata ohuge jeewithaye ithiri kalaya gatha kireemata yayi,21252,pending,
SI21252,woltar kasiyak peralanne kumak deyi mama nodanimi,21253,pending,
SI21253,kasiyak peralanna hari oluwayi mama yanawa mama kathawa liyanna sudanam,21254,pending,
SI21254,hondayi eya kumakda mama ema kathawa liyannata yana wenasa kumakda saha oba eya dannawa,21255,pending,
SI21255,mawa allanna epa mama eka oya wenuwen karanne nehe ehenam eyi oya eka karanne,21256,pending,
SI21256,ehenam eyi oba eya karanne kumana puwathpathak wana swargaya wana nisa swargaya mata udaw karanna,21257,pending,
SI21257,oba thawamath belmen pitaweeme margaya wana oba thawamath shurathawa dinagaththe nam ow pamanak mama [Unkown] ath noharinnemi,21258,needs_review,partial_unknown_marker
SI21258,ow mama witharayi [Unkown] dala yanne nehe oba adahas karanne bruurus oba wenuwen [Unkown] bala sitinu ethi bawayi,21259,needs_review,partial_unknown_marker
SI21259,oba adahas karanne kumakda bruurus oba enathuru [Unkown] bala sitinu etha netha mama nopeminena bawa mama ohuta sambandha karanne netha,21260,needs_review,partial_unknown_marker
SI21260,ne oya eyata wayar dapu thenata mama enne ne kiyala eya mama eyata wayar karanne nehe,21261,pending,
SI21261,oya eyawa nawaye kochchiye wayar kare koheda eka eya aran giya eka neda,21262,pending,
SI21262,rekiya dekama kadadasi wiwthawa pihita ethi athara woltar pilissum mahathmiya wana woltarta sthuthiyi woltar namuth eya honda netha,21263,pending,
SI21263,hondayi samahara wita mama ekama eka parak [Unkown] kiyala denaganna kemathiyi obata awashya eka nam hari api nayagara ella gena kohomada kiyala balannam,21264,needs_review,partial_unknown_marker
SI21264,bendee ethnam eya obata avashya nam api nayagara diya ella gena ka [Unkown] diya ella genath oba eya adahas karanne nehe,21265,needs_review,partial_unknown_marker
SI21265,[Unkown] diya ella woltar oba wishwasa karanne ma karana bawa wishwasa karana athara mama obata babek kemathi wenath deyak obata kiyami,21266,needs_review,partial_unknown_marker
SI21266,mata sadahatama inna be sahathikayi mata puthek ona mata me paththare mage thena ganna puhunu karanna puluwan duwek nam oya mokada karanne,21267,pending,
SI21267,hondayi mama aryawa wage e wagema eka hithanna kemathiyi mata ikman wenna ona ne oya thathpara kihipayak ganna,21268,pending,
SI21268,ehi kumakda yanna ohu pewasu deya nam ohu awasan warata katha karanne me wana wita ohu winisuru [Unkown] wishwasa nokarana bawayi,21269,needs_review,partial_unknown_marker
SI21269,me kalaye sita [Unkown] kisima upakramayak netha oba kisiweku nomanga noyana mattame sema deyakma dwithwa haras nokarayi,21270,needs_review,partial_unknown_marker
SI21270,obata eya kala noheki ba [Unkown] s es woltar gena kumak kiwa hekida [Unkown],21271,needs_review,partial_unknown_marker
SI21271,[Unkown] [Unkown] ow [Unkown] [Unkown] mama modayek witharayi eka thamayi mama eka mona wage weyida kiyala mama dannawa,21272,needs_review,partial_unknown_marker
SI21272,ow [Unkown] [Unkown] mama modayek pamanayi,21273,needs_review,partial_unknown_marker
SI21273,eth mata oyata pehedili karanna puluwan,21274,pending,
SI21274,oba ma genada sandahan karanne medam oba kala bawa oba dannawada [Unkown],21275,needs_review,partial_unknown_marker
SI21275,enna [Unkown] apata epa laba gatha yuthuyi mama mehi siti athara owun samanga kisiyam mineemaruweku siti owun ohuwa sangawagena sitiyeya,21276,needs_review,partial_unknown_marker
SI21276,oh adaraneeya oh adaraneeya oba alu hisakes mahalu judas,21277,pending,
SI21277,oba alu hisakes ethi perani [Unkown] mata methenin eliyata yanna dunna,21278,needs_review,partial_unknown_marker
SI21278,batahira mawatha pahalin api peyakata sethapum paharak gathawa sitiyemu [Unkown],21279,needs_review,partial_unknown_marker
SI21279,batar engili mama obata mahalu kanthawak ek thenaka gena gos polisiyata bhara dena athara oba adahas karanne oba adahas karanne kumakda [Unkown],21280,needs_review,partial_unknown_marker
SI21280,oba adahas karanne kumak da mama eyata mura sanchara karaththaya laba dunne pare weradi peththe ya den siyalla hondin eya kisiyam polis sthanayaka hisa gasa damayi,21281,pending,
SI21281,den siyalla hondin ethi eya samahara polis sthanayaka hisa gasa damamin sitinu etha mama sithanne eya boho de katha karayi ma adahas karanne kumakdeyi oba dannawa,21282,pending,
SI21282,obata awashya onema deyak lokka eya parajaya kara samahara kollan alla ganna,21283,pending,
SI21283,oya methana inna mama batahira this hatharen hema deyakma hoyagannam,21284,pending,
SI21284,obata avashya pirimi lamayin [Unkown] allagena sitinna,21285,needs_review,partial_unknown_marker
SI21285,oya dannawa mage pite thiyena kamisaya oyata ona tharam salli thiyenawa kiyala,21286,pending,
SI21286,obata one tharam mudal [Unkown] laba gaththa,21287,needs_review,partial_unknown_marker
SI21287,[Unkown] [Unkown] [Unkown] ma adahas kale sebe mudal [Unkown] nowe,21288,needs_review,partial_unknown_marker
SI21288,mama kiyanne sebe mudal wyaja mudal nowe mama hema witama dekama thiyenawa,21289,pending,
SI21289,mama [Unkown] [Unkown] hondayi andukarawaraya ema sahanayata athsan kara nomethi bawa dena geneemata oba karyabahula nowe,21290,needs_review,partial_unknown_marker
SI21290,e kiyanne arl wiliyams heta ude merila apiwa ura bona kenek karanawa oyata pissuda koheda mek,21291,pending,
SI21291,oyata pissuda koheda eya mage fon eke inne eya mata katha kara,21292,pending,
SI21292,eya mage fon eke innawa eya mata katha kala eyalata mata eka karanna be,21293,pending,
SI21293,mata dos kiyanna epa mama nagara karth namata pamanak oba mehi siyaluma kuliyata geneema sidu karayi ow hondayi mamath wedi thebeema karanawa e [Unkown] mathaka thabagena obe hisehi siwil bhashawak thaba ganna,21294,needs_review,partial_unknown_marker
SI21294,halo [Unkown] oya mokada me awata karanne mata arl wiliyams [Unkown] sammuka sakachchawak karanna one kohomada podi sewayak,21295,needs_review,partial_unknown_marker
SI21295,mata arl wiliyams [Unkown] samanga sammuka sakachchawak kireemata awashyayi,21296,needs_review,partial_unknown_marker
SI21296,kiyanna me oyage dolar wissak neda mama hithanne eka,21297,pending,
SI21297,mama hithanne eka mama hithuwa e nisa mama ikman wenawa,21298,pending,
SI21298,kuli mata oya ekka katha karanna ona [Unkown],21299,needs_review,partial_unknown_marker
SI21299,thorathuru thakshana sisil ya,21300,pending,
SI21300,mata [Unkown] karanna behe e kiyanne mage rekiyawa eyin adahas karanne wishala mudalak dolar harasiya panahak,21301,needs_review,partial_unknown_marker
SI21301,eya dolar harasiya panahaka ganudenuwak,21302,pending,
SI21302,dolar harasiya panahak eya [Unkown] eya ganudenuwak mata ida denna,21303,needs_review,partial_unknown_marker
SI21303,mulinma mudal balanna api katha karamu es wiliyams ema thuwakkuwa labagaththe keseda [Unkown],21304,needs_review,partial_unknown_marker
SI21304,puwathpath [Unkown] owun nuthana shishtacharaye kunu oba keewa,21305,needs_review,partial_unknown_marker
SI21305,oba eya pewasuwe sammuka sakachcha sandaha owun ma pasupasa yamayi,21306,pending,
SI21306,sammuka pareekshana sandaha owun nitharama ma pasupasa enawa,21307,pending,
SI21307,ekabaddha sammuka sakachchawak hari wenna puluwan ape pinthura ekata ganna puluwan doktar ow athata atha denawa mama kohomath honda pinthurayak ganne nehe,21308,pending,
SI21308,ow athata atha deema mama itha honda pinthurayak noganimi namuth eya pracharanaya pradhana deya nowe,21309,pending,
SI21309,eya [Unkown] kireema wedagath netha ow mama hithanne e siyalla upakaree we,21310,needs_review,partial_unknown_marker
SI21310,mama danne nehe [Unkown] eyi kiyala ekama thenata deparak akunu gahanne nehe kisima deyak wenne nehe,21311,needs_review,partial_unknown_marker
SI21311,oba dannawa oba dannawa oba dannawa e sandaha e sandaha wagakiwa yuthu yeyi obata hengena namuth mama wishwasa karana de wenuwen ma miya yanawada [Unkown],21312,needs_review,partial_unknown_marker
SI21312,paddhathiya namuth mama merenna baya nehe doktar,21313,pending,
SI21313,kese wethath oba neethimaya arthayen aparadhayak kara ethi namuth eththa washayenma eththa washayenma mama ahinsaka yeyi mama nodanna bawa eththemi [Unkown],21314,needs_review,partial_unknown_marker
SI21314,ebewin den mama obata kiyami arl wiliyams oba ath adanguwata gena sitina athara oba obe thuwakkuwa ma desata digu karayi eya hariyatama ese nowe,21315,pending,
SI21315,hondayi thuwakkuwa ma desata dik kale hariyatama e akarayen nowe,21316,pending,
SI21316,eya perani [Unkown] [Unkown] mesaya bawa kiyanna mata ohuta preethiyak laba deemata awashya bawa mama danimi,21317,needs_review,partial_unknown_marker
SI21317,obata unda thunak lebunu deya mama honda yeyi kiyami,21318,pending,
SI21318,unda thunak onema honda rajuta pahara deyi,21319,pending,
SI21319,thathparayakin dora agulu demu mayik molee mata eya lebuni,21320,pending,
SI21320,ehi wiwtha karanna obata siyalla hondin siduwanu etha,21321,pending,
SI21321,obata yam akarayaka suwisheshee wuwak nam apata emathum lebune oba pahalata duwana bawa dena geneemata saha suwandethi lawana tikak laba geneemata obata awashyada [Unkown],21322,needs_review,partial_unknown_marker
SI21322,[Unkown] [Unkown] eyata sidu wu deya mehi peminiye [Unkown] ethi athara mama eyawa genwa geneemata uthsaha kalemi,21323,needs_review,partial_unknown_marker
SI21323,eya kemathi oba samanga mata atha dennata ena bawa pene,21324,pending,
SI21324,mata eya samanga atha denna oba molee yanna,21325,pending,
SI21325,honda warthakaruwan pirisak wasara dekakin lokuma kathandarayak wana athara owun eya pasupasa yamata kammeliyi oba [Unkown] kiya obata katha kireema pahasuya api thawamath weda karamin sitimu,21326,needs_review,partial_unknown_marker
SI21326,eeta wada hodayi apita eka ethulata yanna denna molee eyi oya eyata asaneepen inna denne neththe,21327,pending,
SI21327,me [Unkown] godak hondayi ow eya monawada eyage rata wenuwen karala thiyenne,21328,needs_review,partial_unknown_marker
SI21328,karadaraya wanne rathu uwadura penwana wita [Unkown] thawamath a [Unkown] nanganne obata bendee ethi bewini,21329,needs_review,partial_unknown_marker
SI21329,eya wiwaha weemata yana me pudgalaya kawurunda yanna gena katha nokarana wita pirimi lamayekuta jayagrahanaya kala hekiya,21330,pending,
SI21330,eya kiyanawa eya [Unkown] liyanne nam eyage [Unkown] liweemata yana bawa,21331,needs_review,partial_unknown_marker
SI21331,oyalata thawa [Unkown] gahanna ona mata bandunak dinanna beri prayojanaya mokakda [Unkown],21332,needs_review,partial_unknown_marker
SI21332,pirimi lamaya oba eyage yana gamane [Unkown] petawun araksha kireema sandaha wegayen gaman kalaya,21333,needs_review,partial_unknown_marker
SI21333,wiliyams alla geneema sandaha aparadha komisama dolar dasadahasaka thyagayak pirinemeemata ohuta eya lebune kohendeyi kisiweku danne netheyi mama obata kiyami,21334,pending,
SI21334,wiliyams [Unkown] kol yu bek wenuwen aparadha komisama dolar dasadahasaka thyagayak pirinemeemata idiripath wee etha,21335,needs_review,partial_unknown_marker
SI21335,ithin api dop [Unkown] yanu kumakda [Unkown],21336,needs_review,partial_unknown_marker
SI21336,pena yama selasum kala [Unkown] kumakda [Unkown],21337,needs_review,partial_unknown_marker
SI21337,ane oyala denna yaluwo den mama hithanne oya hari kiyala [Unkown] molee eyata yam akarayaka kathawak dunna kiyala mama oyata kiyanawa eka kammeli set ekak kiyala api dennama allagena inna eka hondayi,21338,needs_review,partial_unknown_marker
SI21338,api obata kammul pahara deemata pera oba wetha enna obata awashyada api polisiyata katha kara owun obata sapaththu laba deemata,21339,pending,
SI21339,api polisiya polisiyata katha kara owun obata pahara deemata pera but sapaththu obata laba denawata oba kemathida obata [Unkown] api oben eya parajaya kireemata pera ohu koheda [Unkown],21340,needs_review,partial_unknown_marker
SI21340,rosa peheyen enna owunta tikak thewana upadhiya laba denna ewita obata wiliyams rosa peheyak lebuni,21341,pending,
SI21341,fon eka allagena inna mata winadiyakin gannam,21342,pending,
SI21342,mama haye pahara thunak kiyannam eka hondayi,21343,pending,
SI21343,ayubowan [Unkown] mechchara kal [Unkown],21344,needs_review,partial_unknown_marker
SI21344,wiliyams matha wasanawa nethi hamba yamak thawamath obawa newatha amathanna,21345,pending,
SI21345,oya den methanin yanne ne eya ko,21346,pending,
SI21346,wiliyams laba geneemata oba boho wita yanne kumak deyi api danimu,21347,pending,
SI21347,mata peminili karanna beri nisa hemadema kohomada,21348,pending,
SI21348,oh mama hithanne mama anumana karana athara kopi obe ram podi ram da,21349,pending,
SI21349,mamath hithanne oyage podi ram,21350,pending,
SI21350,kopi gus pamanak kopi pamanak nowe,21351,pending,
SI21351,oh mata kanagatuyi yaluwane mage padaya kapannata niyamayi,21352,pending,
SI21352,me honda kopi eka neweyi,21353,pending,
SI21353,oba ema gettuwa haraha kala akarayatama mage awasarayakin thorawa kisiweku wiliyams sammuka sakachchawata noganna lesa mama dedi lesa niyoga kalemi,21354,pending,
SI21354,ada [Unkown] oba rendee sitiya yuthu tharamata oba nagarayen pitawa ya yuthu ya,21355,needs_review,partial_unknown_marker
SI21355,oba semawitama honda ellena kathawak lesa liwiya yuthuya [Unkown],21356,needs_review,partial_unknown_marker
SI21356,winadiyakata jonsan mata yanna denna mokakda adahasa,21357,pending,
SI21357,obe [Unkown] magen eyawa galawanna,21358,needs_review,partial_unknown_marker
SI21358,mage ammata mage mawata yamak sidu wu deyak eya matha rendee sitimin eyawa mehi thaba ganna,21359,pending,
SI21359,mama obata kiyana kisiwak danne nehe mama obata kiyanawa ahamben ahamben innawa kiyala,21360,pending,
