id,SINGLISH,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,avatar_url,original_text,text,original_label,label,clean_text,text_length,word_count,language_type,suspicious_subtitle,removal_reason,normalized_for_dedup,duplicate_flag,label_conflict,manual_review
20431,eyi rob eyi oba marko wenuwen ma samanga wen wune [Unkown],,,,,,,,,,,eyi rob eyi oba marko wenuwen ma samanga wen wune [Unkown],eyi rob eyi oba marko wenuwen ma samanga wen wune [Unkown],,,eyi rob eyi oba marko wenuwen ma samanga wen wune [unkown],58,11,Singlish,True,,eyi rob eyi oba marko wenuwen ma samanga wen wune [unkown],False,False,True
20435,[Unkown] [Unkown] [Unkown] [Unkown] subha sathi anthayak,,,,,,,,,,,[Unkown] [Unkown] [Unkown] [Unkown] subha sathi anthayak,[Unkown] [Unkown] [Unkown] [Unkown] subha sathi anthayak,,,[unkown] [unkown] [unkown] [unkown] subha sathi anthayak,56,7,Singlish,True,,[unkown] [unkown] [unkown] [unkown] subha sathi anthayak,False,False,True
20442,[Unkown] tikak inna mari lasal mehe kade inne monawada kiyala,,,,,,,,,,,[Unkown] tikak inna mari lasal mehe kade inne monawada kiyala,[Unkown] tikak inna mari lasal mehe kade inne monawada kiyala,,,[unkown] tikak inna mari lasal mehe kade inne monawada kiyala,61,10,Singlish,True,,[unkown] tikak inna mari lasal mehe kade inne monawada kiyala,False,False,True
20443,mama den rajakeeya [Unkown] eken balalun saha ballange pitapath hatharak [Unkown] eya karanna,,,,,,,,,,,mama den rajakeeya [Unkown] eken balalun saha ballange pitapath hatharak [Unkown] eya karanna,mama den rajakeeya [Unkown] eken balalun saha ballange pitapath hatharak [Unkown] eya karanna,,,mama den rajakeeya [unkown] eken balalun saha ballange pitapath hatharak [unkown] eya karanna,93,13,Singlish,True,,mama den rajakeeya [unkown] eken balalun saha ballange pitapath hatharak [unkown] eya karanna,False,False,True
20449,lora oya [Unkown] mama hondin mata samuganna wenawa,,,,,,,,,,,lora oya [Unkown] mama hondin mata samuganna wenawa,lora oya [Unkown] mama hondin mata samuganna wenawa,,,lora oya [unkown] mama hondin mata samuganna wenawa,51,8,Singlish,True,,lora oya [unkown] mama hondin mata samuganna wenawa,False,False,True
20450,ow mama hondin mama durakathanaya [Unkown] oba kalabala wee ethi bawa pene,,,,,,,,,,,ow mama hondin mama durakathanaya [Unkown] oba kalabala wee ethi bawa pene,ow mama hondin mama durakathanaya [Unkown] oba kalabala wee ethi bawa pene,,,ow mama hondin mama durakathanaya [unkown] oba kalabala wee ethi bawa pene,74,12,Singlish,True,,ow mama hondin mama durakathanaya [unkown] oba kalabala wee ethi bawa pene,False,False,True
20453,samahara wita mama ohuta katha kala yuthuyi [Unkown] nehe honda adahasak nowe,,,,,,,,,,,samahara wita mama ohuta katha kala yuthuyi [Unkown] nehe honda adahasak nowe,samahara wita mama ohuta katha kala yuthuyi [Unkown] nehe honda adahasak nowe,,,samahara wita mama ohuta katha kala yuthuyi [unkown] nehe honda adahasak nowe,77,12,Singlish,True,,samahara wita mama ohuta katha kala yuthuyi [unkown] nehe honda adahasak nowe,False,False,True
20454,[Unkown] nehe honda adahasak nowe getum nirakaranaya mage rekiya lora,,,,,,,,,,,[Unkown] nehe honda adahasak nowe getum nirakaranaya mage rekiya lora,[Unkown] nehe honda adahasak nowe getum nirakaranaya mage rekiya lora,,,[unkown] nehe honda adahasak nowe getum nirakaranaya mage rekiya lora,69,10,Singlish,True,,[unkown] nehe honda adahasak nowe getum nirakaranaya mage rekiya lora,False,False,True
20467,[Unkown] eya godak kal yanawa mama godak wasanawantha wenna one,,,,,,,,,,,[Unkown] eya godak kal yanawa mama godak wasanawantha wenna one,[Unkown] eya godak kal yanawa mama godak wasanawantha wenna one,,,[unkown] eya godak kal yanawa mama godak wasanawantha wenna one,63,10,Singlish,True,,[unkown] eya godak kal yanawa mama godak wasanawantha wenna one,False,False,True
20472,hari hari eth kawuda kiyanne mama kohomath marwin [Unkown] kemathiyi kiyala,,,,,,,,,,,hari hari eth kawuda kiyanne mama kohomath marwin [Unkown] kemathiyi kiyala,hari hari eth kawuda kiyanne mama kohomath marwin [Unkown] kemathiyi kiyala,,,hari hari eth kawuda kiyanne mama kohomath marwin [unkown] kemathiyi kiyala,75,11,Singlish,True,,hari hari eth kawuda kiyanne mama kohomath marwin [unkown] kemathiyi kiyala,False,False,True
20480,mama hithanne oba eya ma wenuwenma kriyathmaka kala yuthu bawa oba dannawa noweda [Unkown],,,,,,,,,,,mama hithanne oba eya ma wenuwenma kriyathmaka kala yuthu bawa oba dannawa noweda [Unkown],mama hithanne oba eya ma wenuwenma kriyathmaka kala yuthu bawa oba dannawa noweda [Unkown],,,mama hithanne oba eya ma wenuwenma kriyathmaka kala yuthu bawa oba dannawa noweda [unkown],90,14,Singlish,True,,mama hithanne oba eya ma wenuwenma kriyathmaka kala yuthu bawa oba dannawa noweda [unkown],False,False,True
20482,anek ewa pehediliwa penena dewal monawada [Unkown],,,,,,,,,,,anek ewa pehediliwa penena dewal monawada [Unkown],anek ewa pehediliwa penena dewal monawada [Unkown],,,anek ewa pehediliwa penena dewal monawada [unkown],50,7,Singlish,True,,anek ewa pehediliwa penena dewal monawada [unkown],False,False,True
20485,oya mokak hari kiwwada ne ithin eka iyan ekka weda karanawada [Unkown],,,,,,,,,,,oya mokak hari kiwwada ne ithin eka iyan ekka weda karanawada [Unkown],oya mokak hari kiwwada ne ithin eka iyan ekka weda karanawada [Unkown],,,oya mokak hari kiwwada ne ithin eka iyan ekka weda karanawada [unkown],70,12,Singlish,True,,oya mokak hari kiwwada ne ithin eka iyan ekka weda karanawada [unkown],False,False,True
20490,ithin apita ayeth ekathu wenna awasthawak thiyenawa [Unkown] [Unkown] [Unkown] [Unkown],,,,,,,,,,,ithin apita ayeth ekathu wenna awasthawak thiyenawa [Unkown] [Unkown] [Unkown] [Unkown],ithin apita ayeth ekathu wenna awasthawak thiyenawa [Unkown] [Unkown] [Unkown] [Unkown],,,ithin apita ayeth ekathu wenna awasthawak thiyenawa [unkown] [unkown] [unkown] [unkown],87,11,Singlish,True,,ithin apita ayeth ekathu wenna awasthawak thiyenawa [unkown] [unkown] [unkown] [unkown],False,False,True
20491,[Unkown] [Unkown] [Unkown] [Unkown] heyi mata denaganna ona mama inna thena mokakda kiyala,,,,,,,,,,,[Unkown] [Unkown] [Unkown] [Unkown] heyi mata denaganna ona mama inna thena mokakda kiyala,[Unkown] [Unkown] [Unkown] [Unkown] heyi mata denaganna ona mama inna thena mokakda kiyala,,,[unkown] [unkown] [unkown] [unkown] heyi mata denaganna ona mama inna thena mokakda kiyala,90,13,Singlish,True,,[unkown] [unkown] [unkown] [unkown] heyi mata denaganna ona mama inna thena mokakda kiyala,False,False,True
20501,eya wada honda de wada honda kumakda [Unkown],,,,,,,,,,,eya wada honda de wada honda kumakda [Unkown],eya wada honda de wada honda kumakda [Unkown],,,eya wada honda de wada honda kumakda [unkown],45,8,Singlish,True,,eya wada honda de wada honda kumakda [unkown],False,False,True
20504,[Unkown] [Unkown] [Unkown] eththa washayenma obata karadara karanne eyayi,,,,,,,,,,,[Unkown] [Unkown] [Unkown] eththa washayenma obata karadara karanne eyayi,[Unkown] [Unkown] [Unkown] eththa washayenma obata karadara karanne eyayi,,,[unkown] [unkown] [unkown] eththa washayenma obata karadara karanne eyayi,73,9,Singlish,True,,[unkown] [unkown] [unkown] eththa washayenma obata karadara karanne eyayi,False,False,True
20538,oya dannawane mama honda kenek [Unkown],,,,,,,,,,,oya dannawane mama honda kenek [Unkown],oya dannawane mama honda kenek [Unkown],,,oya dannawane mama honda kenek [unkown],39,6,Singlish,True,,oya dannawane mama honda kenek [unkown],False,False,True
20555,oya mulu rema ara mal yahane [Unkown] hadanne,,,,,,,,,,,oya mulu rema ara mal yahane [Unkown] hadanne,oya mulu rema ara mal yahane [Unkown] hadanne,,,oya mulu rema ara mal yahane [unkown] hadanne,45,8,Singlish,True,,oya mulu rema ara mal yahane [unkown] hadanne,False,False,True
20556,sthuthiyi mama eya agaya karami oba adahas karanne kumakdeyi mata [Unkown] kala noheka,,,,,,,,,,,sthuthiyi mama eya agaya karami oba adahas karanne kumakdeyi mata [Unkown] kala noheka,sthuthiyi mama eya agaya karami oba adahas karanne kumakdeyi mata [Unkown] kala noheka,,,sthuthiyi mama eya agaya karami oba adahas karanne kumakdeyi mata [unkown] kala noheka,86,13,Singlish,True,,sthuthiyi mama eya agaya karami oba adahas karanne kumakdeyi mata [unkown] kala noheka,False,False,True
20557,oba apasu yanne kawadadeyi mama nodanimi pasuwa sawan denna oba ma samanga lingikawa [Unkown] [Unkown],,,,,,,,,,,oba apasu yanne kawadadeyi mama nodanimi pasuwa sawan denna oba ma samanga lingikawa [Unkown] [Unkown],oba apasu yanne kawadadeyi mama nodanimi pasuwa sawan denna oba ma samanga lingikawa [Unkown] [Unkown],,,oba apasu yanne kawadadeyi mama nodanimi pasuwa sawan denna oba ma samanga lingikawa [unkown] [unkown],102,15,Singlish,True,,oba apasu yanne kawadadeyi mama nodanimi pasuwa sawan denna oba ma samanga lingikawa [unkown] [unkown],False,False,True
20558,mata apasu yamata awashya netha obata kumak kireemata awashyada [Unkown],,,,,,,,,,,mata apasu yamata awashya netha obata kumak kireemata awashyada [Unkown],mata apasu yamata awashya netha obata kumak kireemata awashyada [Unkown],,,mata apasu yamata awashya netha obata kumak kireemata awashyada [unkown],72,10,Singlish,True,,mata apasu yamata awashya netha obata kumak kireemata awashyada [unkown],False,False,True
20561,[Unkown] [Unkown] api ayeth e haraha yanne ne ne ne oya thama beheth bonawa neda,,,,,,,,,,,[Unkown] [Unkown] api ayeth e haraha yanne ne ne ne oya thama beheth bonawa neda,[Unkown] [Unkown] api ayeth e haraha yanne ne ne ne oya thama beheth bonawa neda,,,[unkown] [unkown] api ayeth e haraha yanne ne ne ne oya thama beheth bonawa neda,80,15,Singlish,True,,[unkown] [unkown] api ayeth e haraha yanne ne ne ne oya thama beheth bonawa neda,False,False,True
20567,eya mona wageda eya lingikathwaya ha samanada eya wena kumak wiya hekida [Unkown],,,,,,,,,,,eya mona wageda eya lingikathwaya ha samanada eya wena kumak wiya hekida [Unkown],eya mona wageda eya lingikathwaya ha samanada eya wena kumak wiya hekida [Unkown],,,eya mona wageda eya lingikathwaya ha samanada eya wena kumak wiya hekida [unkown],81,13,Singlish,True,,eya mona wageda eya lingikathwaya ha samanada eya wena kumak wiya hekida [unkown],False,False,True
20569,eya honda lingikathwaya wenida nethahoth eya naraka lingikathwaya wenida wenasa kumakda [Unkown],,,,,,,,,,,eya honda lingikathwaya wenida nethahoth eya naraka lingikathwaya wenida wenasa kumakda [Unkown],eya honda lingikathwaya wenida nethahoth eya naraka lingikathwaya wenida wenasa kumakda [Unkown],,,eya honda lingikathwaya wenida nethahoth eya naraka lingikathwaya wenida wenasa kumakda [unkown],96,12,Singlish,True,,eya honda lingikathwaya wenida nethahoth eya naraka lingikathwaya wenida wenasa kumakda [unkown],False,False,True
20581,pol saha [Unkown] pol rekiyawen hondayi api eththatama pol saha mama samanga sambandha nowemu,,,,,,,,,,,pol saha [Unkown] pol rekiyawen hondayi api eththatama pol saha mama samanga sambandha nowemu,pol saha [Unkown] pol rekiyawen hondayi api eththatama pol saha mama samanga sambandha nowemu,,,pol saha [unkown] pol rekiyawen hondayi api eththatama pol saha mama samanga sambandha nowemu,93,14,Singlish,True,,pol saha [unkown] pol rekiyawen hondayi api eththatama pol saha mama samanga sambandha nowemu,False,False,True
20584,eththenma desheeya ha [Unkown] [Unkown] [Unkown] jayagrahee prathilabhaya,,,,,,,,,,,eththenma desheeya ha [Unkown] [Unkown] [Unkown] jayagrahee prathilabhaya,eththenma desheeya ha [Unkown] [Unkown] [Unkown] jayagrahee prathilabhaya,,,eththenma desheeya ha [unkown] [unkown] [unkown] jayagrahee prathilabhaya,73,8,Singlish,True,,eththenma desheeya ha [unkown] [unkown] [unkown] jayagrahee prathilabhaya,False,False,True
20588,[Unkown] kiwwa eka iwarayi [Unkown] [Unkown] dannawa me gena,,,,,,,,,,,[Unkown] kiwwa eka iwarayi [Unkown] [Unkown] dannawa me gena,[Unkown] kiwwa eka iwarayi [Unkown] [Unkown] dannawa me gena,,,[unkown] kiwwa eka iwarayi [unkown] [unkown] dannawa me gena,60,9,Singlish,True,,[unkown] kiwwa eka iwarayi [unkown] [unkown] dannawa me gena,False,False,True
20589,[Unkown] [Unkown] me gena dannawa ow eyage bend eka set ekak gahanawa,,,,,,,,,,,[Unkown] [Unkown] me gena dannawa ow eyage bend eka set ekak gahanawa,[Unkown] [Unkown] me gena dannawa ow eyage bend eka set ekak gahanawa,,,[unkown] [unkown] me gena dannawa ow eyage bend eka set ekak gahanawa,69,12,Singlish,True,,[unkown] [unkown] me gena dannawa ow eyage bend eka set ekak gahanawa,False,False,True
20591,oba heta rathriya gena kanassallen sitinawada eththatama noweda [Unkown],,,,,,,,,,,oba heta rathriya gena kanassallen sitinawada eththatama noweda [Unkown],oba heta rathriya gena kanassallen sitinawada eththatama noweda [Unkown],,,oba heta rathriya gena kanassallen sitinawada eththatama noweda [unkown],72,9,Singlish,True,,oba heta rathriya gena kanassallen sitinawada eththatama noweda [unkown],False,False,True
20598,mama [Unkown] nam oba mawa [Unkown] [Unkown],,,,,,,,,,,mama [Unkown] nam oba mawa [Unkown] [Unkown],mama [Unkown] nam oba mawa [Unkown] [Unkown],,,mama [unkown] nam oba mawa [unkown] [unkown],44,7,Singlish,True,,mama [unkown] nam oba mawa [unkown] [unkown],False,False,True
20612,kollaya menna heyi eya [Unkown],,,,,,,,,,,kollaya menna heyi eya [Unkown],kollaya menna heyi eya [Unkown],,,kollaya menna heyi eya [unkown],31,5,Singlish,True,,kollaya menna heyi eya [unkown],False,False,True
20613,heyi [Unkown] mokada wenne,,,,,,,,,,,heyi [Unkown] mokada wenne,heyi [Unkown] mokada wenne,,,heyi [unkown] mokada wenne,26,4,Singlish,True,,heyi [unkown] mokada wenne,False,False,True
20617,oba adahanagarayak wihilu karanawa jesus wahanse eya karana wenasa kumakda [Unkown],,,,,,,,,,,oba adahanagarayak wihilu karanawa jesus wahanse eya karana wenasa kumakda [Unkown],oba adahanagarayak wihilu karanawa jesus wahanse eya karana wenasa kumakda [Unkown],,,oba adahanagarayak wihilu karanawa jesus wahanse eya karana wenasa kumakda [unkown],83,11,Singlish,True,,oba adahanagarayak wihilu karanawa jesus wahanse eya karana wenasa kumakda [unkown],False,False,True
20619,pramanawath [Unkown] pramanawath de,,,,,,,,,,,pramanawath [Unkown] pramanawath de,pramanawath [Unkown] pramanawath de,,,pramanawath [unkown] pramanawath de,35,4,Singlish,True,,pramanawath [unkown] pramanawath de,False,False,True
20628,[Unkown] hariyatama [Unkown],,,,,,,,,,,[Unkown] hariyatama [Unkown],[Unkown] hariyatama [Unkown],,,[unkown] hariyatama [unkown],28,3,Singlish,True,,[unkown] hariyatama [unkown],False,False,True
20631,oya [Unkown] ow oya,,,,,,,,,,,oya [Unkown] ow oya,oya [Unkown] ow oya,,,oya [unkown] ow oya,19,4,Singlish,True,,oya [unkown] ow oya,False,False,True
20636,mama layit [Unkown] oya kemathida nethnam dewiyanta oya kemathida oya prashna godak ahanawa,,,,,,,,,,,mama layit [Unkown] oya kemathida nethnam dewiyanta oya kemathida oya prashna godak ahanawa,mama layit [Unkown] oya kemathida nethnam dewiyanta oya kemathida oya prashna godak ahanawa,,,mama layit [unkown] oya kemathida nethnam dewiyanta oya kemathida oya prashna godak ahanawa,91,13,Singlish,True,,mama layit [unkown] oya kemathida nethnam dewiyanta oya kemathida oya prashna godak ahanawa,False,False,True
20658,oba sithanne eya ma methek deka ethi hondama ekathuwa kumakda [Unkown],,,,,,,,,,,oba sithanne eya ma methek deka ethi hondama ekathuwa kumakda [Unkown],oba sithanne eya ma methek deka ethi hondama ekathuwa kumakda [Unkown],,,oba sithanne eya ma methek deka ethi hondama ekathuwa kumakda [unkown],70,11,Singlish,True,,oba sithanne eya ma methek deka ethi hondama ekathuwa kumakda [unkown],False,False,True
20672,mata me [Unkown] [Unkown] eka obata shatha dahayakin miladee gatha hekida [Unkown],,,,,,,,,,,mata me [Unkown] [Unkown] eka obata shatha dahayakin miladee gatha hekida [Unkown],mata me [Unkown] [Unkown] eka obata shatha dahayakin miladee gatha hekida [Unkown],,,mata me [unkown] [unkown] eka obata shatha dahayakin miladee gatha hekida [unkown],82,12,Singlish,True,,mata me [unkown] [unkown] eka obata shatha dahayakin miladee gatha hekida [unkown],False,False,True
20674,den owa apitayi eththatama oya denna [Unkown] gahanawa,,,,,,,,,,,den owa apitayi eththatama oya denna [Unkown] gahanawa,den owa apitayi eththatama oya denna [Unkown] gahanawa,,,den owa apitayi eththatama oya denna [unkown] gahanawa,54,8,Singlish,True,,den owa apitayi eththatama oya denna [unkown] gahanawa,False,False,True
20681,richad pee dee wayasa keeyada [Unkown] yeyi pawasana namuth ohuge penuma yantham [Unkown],,,,,,,,,,,richad pee dee wayasa keeyada [Unkown] yeyi pawasana namuth ohuge penuma yantham [Unkown],richad pee dee wayasa keeyada [Unkown] yeyi pawasana namuth ohuge penuma yantham [Unkown],,,richad pee dee wayasa keeyada [unkown] yeyi pawasana namuth ohuge penuma yantham [unkown],89,13,Singlish,True,,richad pee dee wayasa keeyada [unkown] yeyi pawasana namuth ohuge penuma yantham [unkown],False,False,True
20692,eya mage upandinaya subha [Unkown],,,,,,,,,,,eya mage upandinaya subha [Unkown],eya mage upandinaya subha [Unkown],,,eya mage upandinaya subha [unkown],34,5,Singlish,True,,eya mage upandinaya subha [unkown],False,False,True
20697,obata ohuge nama [Unkown] [Unkown] mathakada [Unkown],,,,,,,,,,,obata ohuge nama [Unkown] [Unkown] mathakada [Unkown],obata ohuge nama [Unkown] [Unkown] mathakada [Unkown],,,obata ohuge nama [unkown] [unkown] mathakada [unkown],53,7,Singlish,True,,obata ohuge nama [unkown] [unkown] mathakada [unkown],False,False,True
20698,meya neethi reethiwalata pataheni bewin usas pasal [Unkown] dedeneku samanga chu chu sellam karayi,,,,,,,,,,,meya neethi reethiwalata pataheni bewin usas pasal [Unkown] dedeneku samanga chu chu sellam karayi,meya neethi reethiwalata pataheni bewin usas pasal [Unkown] dedeneku samanga chu chu sellam karayi,,,meya neethi reethiwalata pataheni bewin usas pasal [unkown] dedeneku samanga chu chu sellam karayi,98,14,Singlish,True,,meya neethi reethiwalata pataheni bewin usas pasal [unkown] dedeneku samanga chu chu sellam karayi,False,False,True
20699,ithin hari hari hari medin usas pasal [Unkown] dennek ekka chu chu sellam karanawa,,,,,,,,,,,ithin hari hari hari medin usas pasal [Unkown] dennek ekka chu chu sellam karanawa,ithin hari hari hari medin usas pasal [Unkown] dennek ekka chu chu sellam karanawa,,,ithin hari hari hari medin usas pasal [unkown] dennek ekka chu chu sellam karanawa,82,14,Singlish,True,,ithin hari hari hari medin usas pasal [unkown] dennek ekka chu chu sellam karanawa,False,False,True
20702,mis [Unkown] mata oba wenuwen kala hekke kumakda yanna mama klemo gena oben wimaseemata kemathiyi,,,,,,,,,,,mis [Unkown] mata oba wenuwen kala hekke kumakda yanna mama klemo gena oben wimaseemata kemathiyi,mis [Unkown] mata oba wenuwen kala hekke kumakda yanna mama klemo gena oben wimaseemata kemathiyi,,,mis [unkown] mata oba wenuwen kala hekke kumakda yanna mama klemo gena oben wimaseemata kemathiyi,97,15,Singlish,True,,mis [unkown] mata oba wenuwen kala hekke kumakda yanna mama klemo gena oben wimaseemata kemathiyi,False,False,True
20707,[Unkown] [Unkown] subha dawasak mis [Unkown],,,,,,,,,,,[Unkown] [Unkown] subha dawasak mis [Unkown],[Unkown] [Unkown] subha dawasak mis [Unkown],,,[unkown] [unkown] subha dawasak mis [unkown],44,6,Singlish,True,,[unkown] [unkown] subha dawasak mis [unkown],False,False,True
20713,mata yaluwo innawa [Unkown] mis honda dawasakda kiyala mata sekayi,,,,,,,,,,,mata yaluwo innawa [Unkown] mis honda dawasakda kiyala mata sekayi,mata yaluwo innawa [Unkown] mis honda dawasakda kiyala mata sekayi,,,mata yaluwo innawa [unkown] mis honda dawasakda kiyala mata sekayi,66,10,Singlish,True,,mata yaluwo innawa [unkown] mis honda dawasakda kiyala mata sekayi,False,False,True
20715,oba mehi arakshitha wanu etha ohu palliyaka mara nodamanne manda [Unkown],,,,,,,,,,,oba mehi arakshitha wanu etha ohu palliyaka mara nodamanne manda [Unkown],oba mehi arakshitha wanu etha ohu palliyaka mara nodamanne manda [Unkown],,,oba mehi arakshitha wanu etha ohu palliyaka mara nodamanne manda [unkown],73,11,Singlish,True,,oba mehi arakshitha wanu etha ohu palliyaka mara nodamanne manda [unkown],False,False,True
20718,kal smith me mohothe ohu kawuda [Unkown],,,,,,,,,,,kal smith me mohothe ohu kawuda [Unkown],kal smith me mohothe ohu kawuda [Unkown],,,kal smith me mohothe ohu kawuda [unkown],40,7,Singlish,True,,kal smith me mohothe ohu kawuda [unkown],False,False,True
20722,ohu obata [Unkown] keewe obe selakilla nowe,,,,,,,,,,,ohu obata [Unkown] keewe obe selakilla nowe,ohu obata [Unkown] keewe obe selakilla nowe,,,ohu obata [unkown] keewe obe selakilla nowe,43,7,Singlish,True,,ohu obata [unkown] keewe obe selakilla nowe,False,False,True
20723,obe selakilla nowe mama minisek [Unkown] ekaka miya giya namuth oba eththatama ganan ganne nehe,,,,,,,,,,,obe selakilla nowe mama minisek [Unkown] ekaka miya giya namuth oba eththatama ganan ganne nehe,obe selakilla nowe mama minisek [Unkown] ekaka miya giya namuth oba eththatama ganan ganne nehe,,,obe selakilla nowe mama minisek [unkown] ekaka miya giya namuth oba eththatama ganan ganne nehe,95,15,Singlish,True,,obe selakilla nowe mama minisek [unkown] ekaka miya giya namuth oba eththatama ganan ganne nehe,False,False,True
20727,mata denunath nethath ohu miya giya kiyala ohuta den ma gena kumak kiwa hekida [Unkown],,,,,,,,,,,mata denunath nethath ohu miya giya kiyala ohuta den ma gena kumak kiwa hekida [Unkown],mata denunath nethath ohu miya giya kiyala ohuta den ma gena kumak kiwa hekida [Unkown],,,mata denunath nethath ohu miya giya kiyala ohuta den ma gena kumak kiwa hekida [unkown],87,15,Singlish,True,,mata denunath nethath ohu miya giya kiyala ohuta den ma gena kumak kiwa hekida [unkown],False,False,True
20731,oba modayi mama ithihasagnayek mistar [Unkown] jeewitha kalayatama ek warak pamanak oba ithihasaya desa balanne,,,,,,,,,,,oba modayi mama ithihasagnayek mistar [Unkown] jeewitha kalayatama ek warak pamanak oba ithihasaya desa balanne,oba modayi mama ithihasagnayek mistar [Unkown] jeewitha kalayatama ek warak pamanak oba ithihasaya desa balanne,,,oba modayi mama ithihasagnayek mistar [unkown] jeewitha kalayatama ek warak pamanak oba ithihasaya desa balanne,111,15,Singlish,True,,oba modayi mama ithihasagnayek mistar [unkown] jeewitha kalayatama ek warak pamanak oba ithihasaya desa balanne,False,False,True
20732,mama ithihasagnayek mistar [Unkown] jeewitha kaletama eka parayi oya ithihasaya diha balagena inne gedara yanna,,,,,,,,,,,mama ithihasagnayek mistar [Unkown] jeewitha kaletama eka parayi oya ithihasaya diha balagena inne gedara yanna,mama ithihasagnayek mistar [Unkown] jeewitha kaletama eka parayi oya ithihasaya diha balagena inne gedara yanna,,,mama ithihasagnayek mistar [unkown] jeewitha kaletama eka parayi oya ithihasaya diha balagena inne gedara yanna,111,15,Singlish,True,,mama ithihasagnayek mistar [unkown] jeewitha kaletama eka parayi oya ithihasaya diha balagena inne gedara yanna,False,False,True
20738,[Unkown] sawan dee oba owunwa mara demuwe meyada [Unkown],,,,,,,,,,,[Unkown] sawan dee oba owunwa mara demuwe meyada [Unkown],[Unkown] sawan dee oba owunwa mara demuwe meyada [Unkown],,,[unkown] sawan dee oba owunwa mara demuwe meyada [unkown],57,9,Singlish,True,,[unkown] sawan dee oba owunwa mara demuwe meyada [unkown],False,False,True
20741,richad [Unkown] awul sahagatha wee eththe kumakda yanna ohu athurudahan wuwahoth wadath sudusuya,,,,,,,,,,,richad [Unkown] awul sahagatha wee eththe kumakda yanna ohu athurudahan wuwahoth wadath sudusuya,richad [Unkown] awul sahagatha wee eththe kumakda yanna ohu athurudahan wuwahoth wadath sudusuya,,,richad [unkown] awul sahagatha wee eththe kumakda yanna ohu athurudahan wuwahoth wadath sudusuya,96,13,Singlish,True,,richad [unkown] awul sahagatha wee eththe kumakda yanna ohu athurudahan wuwahoth wadath sudusuya,False,False,True
20749,menna meya uthsaha karanna mama hithanne owun thawamath [Unkown] eda wagema lassanayi,,,,,,,,,,,menna meya uthsaha karanna mama hithanne owun thawamath [Unkown] eda wagema lassanayi,menna meya uthsaha karanna mama hithanne owun thawamath [Unkown] eda wagema lassanayi,,,menna meya uthsaha karanna mama hithanne owun thawamath [unkown] eda wagema lassanayi,85,12,Singlish,True,,menna meya uthsaha karanna mama hithanne owun thawamath [unkown] eda wagema lassanayi,False,False,True
20752,ewita obata awama washayen wayasa awurudu [Unkown] k wath wiya yuthuya,,,,,,,,,,,ewita obata awama washayen wayasa awurudu [Unkown] k wath wiya yuthuya,ewita obata awama washayen wayasa awurudu [Unkown] k wath wiya yuthuya,,,ewita obata awama washayen wayasa awurudu [unkown] k wath wiya yuthuya,70,11,Singlish,True,,ewita obata awama washayen wayasa awurudu [unkown] k wath wiya yuthuya,False,False,True
20759,pehedili kireemata apahasu oba kawuda [Unkown],,,,,,,,,,,pehedili kireemata apahasu oba kawuda [Unkown],pehedili kireemata apahasu oba kawuda [Unkown],,,pehedili kireemata apahasu oba kawuda [unkown],46,6,Singlish,True,,pehedili kireemata apahasu oba kawuda [unkown],False,False,True
20766,oya anith dennawa marapu [Unkown] mama meruwe nehe,,,,,,,,,,,oya anith dennawa marapu [Unkown] mama meruwe nehe,oya anith dennawa marapu [Unkown] mama meruwe nehe,,,oya anith dennawa marapu [unkown] mama meruwe nehe,50,8,Singlish,True,,oya anith dennawa marapu [unkown] mama meruwe nehe,False,False,True
20768,[Unkown] dee ema pawula gena kumak da ese nowe,,,,,,,,,,,[Unkown] dee ema pawula gena kumak da ese nowe,[Unkown] dee ema pawula gena kumak da ese nowe,,,[unkown] dee ema pawula gena kumak da ese nowe,46,9,Singlish,True,,[unkown] dee ema pawula gena kumak da ese nowe,False,False,True
20769,[Unkown] dee ema pawula gena kumak kiwa hekida samahara wita ahinsakayan sambandha we,,,,,,,,,,,[Unkown] dee ema pawula gena kumak kiwa hekida samahara wita ahinsakayan sambandha we,[Unkown] dee ema pawula gena kumak kiwa hekida samahara wita ahinsakayan sambandha we,,,[unkown] dee ema pawula gena kumak kiwa hekida samahara wita ahinsakayan sambandha we,85,13,Singlish,True,,[unkown] dee ema pawula gena kumak kiwa hekida samahara wita ahinsakayan sambandha we,False,False,True
20773,methanata enna [Unkown] aparade,,,,,,,,,,,methanata enna [Unkown] aparade,methanata enna [Unkown] aparade,,,methanata enna [unkown] aparade,31,4,Singlish,True,,methanata enna [unkown] aparade,False,False,True
20776,obata eya awasan kireemata awashya kumakda [Unkown],,,,,,,,,,,obata eya awasan kireemata awashya kumakda [Unkown],obata eya awasan kireemata awashya kumakda [Unkown],,,obata eya awasan kireemata awashya kumakda [unkown],51,7,Singlish,True,,obata eya awasan kireemata awashya kumakda [unkown],False,False,True
20791,oya [Unkown] mata [Unkown] ona,,,,,,,,,,,oya [Unkown] mata [Unkown] ona,oya [Unkown] mata [Unkown] ona,,,oya [unkown] mata [unkown] ona,30,5,Singlish,True,,oya [unkown] mata [unkown] ona,False,False,True
