id,SINGLISH,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,avatar_url,original_text,text,original_label,label,clean_text,text_length,word_count,language_type,suspicious_subtitle,removal_reason,normalized_for_dedup,duplicate_flag,label_conflict,manual_review
17683,hondayi mama kiwwe api [Unkown] nethnam honda deyakda kiyala mama hithanne nehe apita ekinekata kiyanna boho de thiyenawa kiyala,,,,,,,,,,,hondayi mama kiwwe api [Unkown] nethnam honda deyakda kiyala mama hithanne nehe apita ekinekata kiyanna boho de thiyenawa kiyala,hondayi mama kiwwe api [Unkown] nethnam honda deyakda kiyala mama hithanne nehe apita ekinekata kiyanna boho de thiyenawa kiyala,,,hondayi mama kiwwe api [unkown] nethnam honda deyakda kiyala mama hithanne nehe apita ekinekata kiyanna boho de thiyenawa kiyala,128,19,Singlish,True,subtitle_noise,hondayi mama kiwwe api [unkown] nethnam honda deyakda kiyala mama hithanne nehe apita ekinekata kiyanna boho de thiyenawa kiyala,False,False,False
17687,mama nehe namuth oba sithanne apata den wachana kihipayakin eya jeewamana kala heki bawayi ewita obata katha kireemata awashya kumakda [Unkown],,,,,,,,,,,mama nehe namuth oba sithanne apata den wachana kihipayakin eya jeewamana kala heki bawayi ewita obata katha kireemata awashya kumakda [Unkown],mama nehe namuth oba sithanne apata den wachana kihipayakin eya jeewamana kala heki bawayi ewita obata katha kireemata awashya kumakda [Unkown],,,mama nehe namuth oba sithanne apata den wachana kihipayakin eya jeewamana kala heki bawayi ewita obata katha kireemata awashya kumakda [unkown],143,21,Singlish,True,subtitle_noise,mama nehe namuth oba sithanne apata den wachana kihipayakin eya jeewamana kala heki bawayi ewita obata katha kireemata awashya kumakda [unkown],False,False,False
17711,benjamin meya itha rasawath mathkawak nowe karunakara den mata kiyanna ohu kawada ho awadi wee oba pasupasa noena bawa oba danne keseda [Unkown],,,,,,,,,,,benjamin meya itha rasawath mathkawak nowe karunakara den mata kiyanna ohu kawada ho awadi wee oba pasupasa noena bawa oba danne keseda [Unkown],benjamin meya itha rasawath mathkawak nowe karunakara den mata kiyanna ohu kawada ho awadi wee oba pasupasa noena bawa oba danne keseda [Unkown],,,benjamin meya itha rasawath mathkawak nowe karunakara den mata kiyanna ohu kawada ho awadi wee oba pasupasa noena bawa oba danne keseda [unkown],144,23,Singlish,True,subtitle_noise,benjamin meya itha rasawath mathkawak nowe karunakara den mata kiyanna ohu kawada ho awadi wee oba pasupasa noena bawa oba danne keseda [unkown],False,False,False
17712,karunakara den mata kiyanna ohu nidipethi bona nisa ohu sema dinakama rathree dahayata nidipethi thunak bona nisa ohu kawada ho awadi wee oba pasupasa noena bawa oba danne keseda [Unkown],,,,,,,,,,,karunakara den mata kiyanna ohu nidipethi bona nisa ohu sema dinakama rathree dahayata nidipethi thunak bona nisa ohu kawada ho awadi wee oba pasupasa noena bawa oba danne keseda [Unkown],karunakara den mata kiyanna ohu nidipethi bona nisa ohu sema dinakama rathree dahayata nidipethi thunak bona nisa ohu kawada ho awadi wee oba pasupasa noena bawa oba danne keseda [Unkown],,,karunakara den mata kiyanna ohu nidipethi bona nisa ohu sema dinakama rathree dahayata nidipethi thunak bona nisa ohu kawada ho awadi wee oba pasupasa noena bawa oba danne keseda [unkown],187,30,Singlish,True,subtitle_noise,karunakara den mata kiyanna ohu nidipethi bona nisa ohu sema dinakama rathree dahayata nidipethi thunak bona nisa ohu kawada ho awadi wee oba pasupasa noena bawa oba danne keseda [unkown],False,False,False
17714,namuth motar rathaye shabdaya gena kumak kiwa hekida dhawana pathaya mage niwasa peththe nam kumak kala yuthuda [Unkown],,,,,,,,,,,namuth motar rathaye shabdaya gena kumak kiwa hekida dhawana pathaya mage niwasa peththe nam kumak kala yuthuda [Unkown],namuth motar rathaye shabdaya gena kumak kiwa hekida dhawana pathaya mage niwasa peththe nam kumak kala yuthuda [Unkown],,,namuth motar rathaye shabdaya gena kumak kiwa hekida dhawana pathaya mage niwasa peththe nam kumak kala yuthuda [unkown],120,18,Singlish,True,subtitle_noise,namuth motar rathaye shabdaya gena kumak kiwa hekida dhawana pathaya mage niwasa peththe nam kumak kala yuthuda [unkown],False,False,False
17732,namuth oba ohuta waira karanne nehe [Unkown] mama ohuta waira karanne nehe mage blouse eka galawanna,,,,,,,,,,,namuth oba ohuta waira karanne nehe [Unkown] mama ohuta waira karanne nehe mage blouse eka galawanna,namuth oba ohuta waira karanne nehe [Unkown] mama ohuta waira karanne nehe mage blouse eka galawanna,,,namuth oba ohuta waira karanne nehe [unkown] mama ohuta waira karanne nehe mage blouse eka galawanna,100,16,Singlish,True,subtitle_noise,namuth oba ohuta waira karanne nehe [unkown] mama ohuta waira karanne nehe mage blouse eka galawanna,False,False,False
17741,obata ohuwa wiwaha kara geneemata awashya nowuye nam ho oba [Unkown] nokiyanne nam misa oba ese kale mandeyi mata nopene,,,,,,,,,,,obata ohuwa wiwaha kara geneemata awashya nowuye nam ho oba [Unkown] nokiyanne nam misa oba ese kale mandeyi mata nopene,obata ohuwa wiwaha kara geneemata awashya nowuye nam ho oba [Unkown] nokiyanne nam misa oba ese kale mandeyi mata nopene,,,obata ohuwa wiwaha kara geneemata awashya nowuye nam ho oba [unkown] nokiyanne nam misa oba ese kale mandeyi mata nopene,120,20,Singlish,True,subtitle_noise,obata ohuwa wiwaha kara geneemata awashya nowuye nam ho oba [unkown] nokiyanne nam misa oba ese kale mandeyi mata nopene,False,False,False
17755,mama adahas kale ohu obawa ohu samanga ohuge kamarayata gena giyada oba hotalayakata giyada benjamin eya kumak wiya hekida [Unkown],,,,,,,,,,,mama adahas kale ohu obawa ohu samanga ohuge kamarayata gena giyada oba hotalayakata giyada benjamin eya kumak wiya hekida [Unkown],mama adahas kale ohu obawa ohu samanga ohuge kamarayata gena giyada oba hotalayakata giyada benjamin eya kumak wiya hekida [Unkown],,,mama adahas kale ohu obawa ohu samanga ohuge kamarayata gena giyada oba hotalayakata giyada benjamin eya kumak wiya hekida [unkown],131,20,Singlish,True,subtitle_noise,mama adahas kale ohu obawa ohu samanga ohuge kamarayata gena giyada oba hotalayakata giyada benjamin eya kumak wiya hekida [unkown],False,False,False
17801,mata porondu wenna benjaminta kristhus wahanse nisa mama porondu wenawa mama kawadawath ilen [Unkown] eliyata ganne nehe,,,,,,,,,,,mata porondu wenna benjaminta kristhus wahanse nisa mama porondu wenawa mama kawadawath ilen [Unkown] eliyata ganne nehe,mata porondu wenna benjaminta kristhus wahanse nisa mama porondu wenawa mama kawadawath ilen [Unkown] eliyata ganne nehe,,,mata porondu wenna benjaminta kristhus wahanse nisa mama porondu wenawa mama kawadawath ilen [unkown] eliyata ganne nehe,120,17,Singlish,True,subtitle_noise,mata porondu wenna benjaminta kristhus wahanse nisa mama porondu wenawa mama kawadawath ilen [unkown] eliyata ganne nehe,False,False,False
17802,kristhun wahanse wenuwen siyalla hari mama porondu wenawa mama kawadawath [Unkown] [Unkown] eliyata ganne nehe kiyala sthuthiyi benjamin,,,,,,,,,,,kristhun wahanse wenuwen siyalla hari mama porondu wenawa mama kawadawath [Unkown] [Unkown] eliyata ganne nehe kiyala sthuthiyi benjamin,kristhun wahanse wenuwen siyalla hari mama porondu wenawa mama kawadawath [Unkown] [Unkown] eliyata ganne nehe kiyala sthuthiyi benjamin,,,kristhun wahanse wenuwen siyalla hari mama porondu wenawa mama kawadawath [unkown] [unkown] eliyata ganne nehe kiyala sthuthiyi benjamin,136,18,Singlish,True,subtitle_noise,kristhun wahanse wenuwen siyalla hari mama porondu wenawa mama kawadawath [unkown] [unkown] eliyata ganne nehe kiyala sthuthiyi benjamin,False,False,False
17805,robinsan mahathmiya blok eken drayiw karanna mata [Unkown] samanga dinayak thibe api drayiw ekak sandaha yamu,,,,,,,,,,,robinsan mahathmiya blok eken drayiw karanna mata [Unkown] samanga dinayak thibe api drayiw ekak sandaha yamu,robinsan mahathmiya blok eken drayiw karanna mata [Unkown] samanga dinayak thibe api drayiw ekak sandaha yamu,,,robinsan mahathmiya blok eken drayiw karanna mata [unkown] samanga dinayak thibe api drayiw ekak sandaha yamu,109,16,Singlish,True,subtitle_noise,robinsan mahathmiya blok eken drayiw karanna mata [unkown] samanga dinayak thibe api drayiw ekak sandaha yamu,False,False,False
17814,[Unkown] mama hithanne nehe mama eyawa [Unkown] passe oyata e beema bonna welawak ethi weyi kiyala,,,,,,,,,,,[Unkown] mama hithanne nehe mama eyawa [Unkown] passe oyata e beema bonna welawak ethi weyi kiyala,[Unkown] mama hithanne nehe mama eyawa [Unkown] passe oyata e beema bonna welawak ethi weyi kiyala,,,[unkown] mama hithanne nehe mama eyawa [unkown] passe oyata e beema bonna welawak ethi weyi kiyala,98,16,Singlish,True,subtitle_noise,[unkown] mama hithanne nehe mama eyawa [unkown] passe oyata e beema bonna welawak ethi weyi kiyala,False,False,False
17821,ow namuth mata bayayi mama mohothakin obe mesaya soya ganeewi [Unkown] [Unkown] nowe apata [Unkown] ekak thibe,,,,,,,,,,,ow namuth mata bayayi mama mohothakin obe mesaya soya ganeewi [Unkown] [Unkown] nowe apata [Unkown] ekak thibe,ow namuth mata bayayi mama mohothakin obe mesaya soya ganeewi [Unkown] [Unkown] nowe apata [Unkown] ekak thibe,,,ow namuth mata bayayi mama mohothakin obe mesaya soya ganeewi [unkown] [unkown] nowe apata [unkown] ekak thibe,110,17,Singlish,True,subtitle_noise,ow namuth mata bayayi mama mohothakin obe mesaya soya ganeewi [unkown] [unkown] nowe apata [unkown] ekak thibe,False,False,False
17822,mama mohothakin obe mesaya soya ganimi [Unkown] nowa [Unkown] apata [Unkown] ekak etha eththa washayenma mama yahaluweku soyami,,,,,,,,,,,mama mohothakin obe mesaya soya ganimi [Unkown] nowa [Unkown] apata [Unkown] ekak etha eththa washayenma mama yahaluweku soyami,mama mohothakin obe mesaya soya ganimi [Unkown] nowa [Unkown] apata [Unkown] ekak etha eththa washayenma mama yahaluweku soyami,,,mama mohothakin obe mesaya soya ganimi [unkown] nowa [unkown] apata [unkown] ekak etha eththa washayenma mama yahaluweku soyami,127,18,Singlish,True,subtitle_noise,mama mohothakin obe mesaya soya ganimi [unkown] nowa [unkown] apata [unkown] ekak etha eththa washayenma mama yahaluweku soyami,False,False,False
17855,enna api [Unkown] katha karamu apata semareemata yamak thibe netha mama hithanne obata eya bala siteemata awashya wanu etha,,,,,,,,,,,enna api [Unkown] katha karamu apata semareemata yamak thibe netha mama hithanne obata eya bala siteemata awashya wanu etha,enna api [Unkown] katha karamu apata semareemata yamak thibe netha mama hithanne obata eya bala siteemata awashya wanu etha,,,enna api [unkown] katha karamu apata semareemata yamak thibe netha mama hithanne obata eya bala siteemata awashya wanu etha,123,19,Singlish,True,subtitle_noise,enna api [unkown] katha karamu apata semareemata yamak thibe netha mama hithanne obata eya bala siteemata awashya wanu etha,False,False,False
17860,mama riya pedawuye mama robinsan mahathmiya niwasata gena giyemi eyata awashya wuye ma ege niwasata elawa geneemataya ebewin mama ege niwasa [Unkown] mama eya agaya karami,,,,,,,,,,,mama riya pedawuye mama robinsan mahathmiya niwasata gena giyemi eyata awashya wuye ma ege niwasata elawa geneemataya ebewin mama ege niwasa [Unkown] mama eya agaya karami,mama riya pedawuye mama robinsan mahathmiya niwasata gena giyemi eyata awashya wuye ma ege niwasata elawa geneemataya ebewin mama ege niwasa [Unkown] mama eya agaya karami,,,mama riya pedawuye mama robinsan mahathmiya niwasata gena giyemi eyata awashya wuye ma ege niwasata elawa geneemataya ebewin mama ege niwasa [unkown] mama eya agaya karami,171,26,Singlish,True,subtitle_noise,mama riya pedawuye mama robinsan mahathmiya niwasata gena giyemi eyata awashya wuye ma ege niwasata elawa geneemataya ebewin mama ege niwasa [unkown] mama eya agaya karami,False,False,False
17871,oba saha mama kopamana kalayak ekineka [Unkown] obe piya saha mama boho kalaka hawulkaruwan wee sitinne kopamana kalayakda [Unkown],,,,,,,,,,,oba saha mama kopamana kalayak ekineka [Unkown] obe piya saha mama boho kalaka hawulkaruwan wee sitinne kopamana kalayakda [Unkown],oba saha mama kopamana kalayak ekineka [Unkown] obe piya saha mama boho kalaka hawulkaruwan wee sitinne kopamana kalayakda [Unkown],,,oba saha mama kopamana kalayak ekineka [unkown] obe piya saha mama boho kalaka hawulkaruwan wee sitinne kopamana kalayakda [unkown],131,19,Singlish,True,subtitle_noise,oba saha mama kopamana kalayak ekineka [unkown] obe piya saha mama boho kalaka hawulkaruwan wee sitinne kopamana kalayakda [unkown],False,False,False
17881,robinsan mahatha obata ma kerehi wishesha amanapayak thibeda obata ma kerehi wisheshayen dedi amanapayak denenawada [Unkown],,,,,,,,,,,robinsan mahatha obata ma kerehi wishesha amanapayak thibeda obata ma kerehi wisheshayen dedi amanapayak denenawada [Unkown],robinsan mahatha obata ma kerehi wishesha amanapayak thibeda obata ma kerehi wisheshayen dedi amanapayak denenawada [Unkown],,,robinsan mahatha obata ma kerehi wishesha amanapayak thibeda obata ma kerehi wisheshayen dedi amanapayak denenawada [unkown],124,16,Singlish,True,subtitle_noise,robinsan mahatha obata ma kerehi wishesha amanapayak thibeda obata ma kerehi wisheshayen dedi amanapayak denenawada [unkown],False,False,False
17935,itha narakayi oba kawada ho [Unkown] kenek eya wisinma mila dee gath honda endumakin serasee sitinawa deka thibeda [Unkown],,,,,,,,,,,itha narakayi oba kawada ho [Unkown] kenek eya wisinma mila dee gath honda endumakin serasee sitinawa deka thibeda [Unkown],itha narakayi oba kawada ho [Unkown] kenek eya wisinma mila dee gath honda endumakin serasee sitinawa deka thibeda [Unkown],,,itha narakayi oba kawada ho [unkown] kenek eya wisinma mila dee gath honda endumakin serasee sitinawa deka thibeda [unkown],123,19,Singlish,True,subtitle_noise,itha narakayi oba kawada ho [unkown] kenek eya wisinma mila dee gath honda endumakin serasee sitinawa deka thibeda [unkown],False,False,False
17936,oba kawada ho [Unkown] kenekwa dekala thiyenawada eya duppath daruwekuwa mila dee gaththa honda endumak endagena innawa mama ada reta nidahase hitiya nam hondayi,,,,,,,,,,,oba kawada ho [Unkown] kenekwa dekala thiyenawada eya duppath daruwekuwa mila dee gaththa honda endumak endagena innawa mama ada reta nidahase hitiya nam hondayi,oba kawada ho [Unkown] kenekwa dekala thiyenawada eya duppath daruwekuwa mila dee gaththa honda endumak endagena innawa mama ada reta nidahase hitiya nam hondayi,,,oba kawada ho [unkown] kenekwa dekala thiyenawada eya duppath daruwekuwa mila dee gaththa honda endumak endagena innawa mama ada reta nidahase hitiya nam hondayi,161,24,Singlish,True,subtitle_noise,oba kawada ho [unkown] kenekwa dekala thiyenawada eya duppath daruwekuwa mila dee gaththa honda endumak endagena innawa mama ada reta nidahase hitiya nam hondayi,False,False,False
17956,oh eya nopawathina sebe deyak netha mamath eya sithuwemi namuth eya [Unkown] samanga natamin ena bawa mata penee giyeya,,,,,,,,,,,oh eya nopawathina sebe deyak netha mamath eya sithuwemi namuth eya [Unkown] samanga natamin ena bawa mata penee giyeya,oh eya nopawathina sebe deyak netha mamath eya sithuwemi namuth eya [Unkown] samanga natamin ena bawa mata penee giyeya,,,oh eya nopawathina sebe deyak netha mamath eya sithuwemi namuth eya [unkown] samanga natamin ena bawa mata penee giyeya,119,19,Singlish,True,subtitle_noise,oh eya nopawathina sebe deyak netha mamath eya sithuwemi namuth eya [unkown] samanga natamin ena bawa mata penee giyeya,False,False,False
17991,mama [Unkown] [Unkown] [Unkown] [Unkown] mage amma mata [Unkown] [Unkown] kiyala katha kala oya kohomada jeewath wenne oya mona wage kenekda,,,,,,,,,,,mama [Unkown] [Unkown] [Unkown] [Unkown] mage amma mata [Unkown] [Unkown] kiyala katha kala oya kohomada jeewath wenne oya mona wage kenekda,mama [Unkown] [Unkown] [Unkown] [Unkown] mage amma mata [Unkown] [Unkown] kiyala katha kala oya kohomada jeewath wenne oya mona wage kenekda,,,mama [unkown] [unkown] [unkown] [unkown] mage amma mata [unkown] [unkown] kiyala katha kala oya kohomada jeewath wenne oya mona wage kenekda,140,21,Singlish,True,subtitle_noise,mama [unkown] [unkown] [unkown] [unkown] mage amma mata [unkown] [unkown] kiyala katha kala oya kohomada jeewath wenne oya mona wage kenekda,False,False,False
17992,[Unkown] saha oba jeewath wanne keseda oba kebandu pudgalayekda mama nasthikara puthrayek sudu relaka kalu betaluwa mama ellum gahe [Unkown],,,,,,,,,,,[Unkown] saha oba jeewath wanne keseda oba kebandu pudgalayekda mama nasthikara puthrayek sudu relaka kalu betaluwa mama ellum gahe [Unkown],[Unkown] saha oba jeewath wanne keseda oba kebandu pudgalayekda mama nasthikara puthrayek sudu relaka kalu betaluwa mama ellum gahe [Unkown],,,[unkown] saha oba jeewath wanne keseda oba kebandu pudgalayekda mama nasthikara puthrayek sudu relaka kalu betaluwa mama ellum gahe [unkown],140,20,Singlish,True,subtitle_noise,[unkown] saha oba jeewath wanne keseda oba kebandu pudgalayekda mama nasthikara puthrayek sudu relaka kalu betaluwa mama ellum gahe [unkown],False,False,False
18037,baron wihiluwak kalada nethahoth baron mulya arbudayaka sitina bawa eththada [Unkown] sathyayak wana athara mata wahama mudal ekathu kireemata siduwe,,,,,,,,,,,baron wihiluwak kalada nethahoth baron mulya arbudayaka sitina bawa eththada [Unkown] sathyayak wana athara mata wahama mudal ekathu kireemata siduwe,baron wihiluwak kalada nethahoth baron mulya arbudayaka sitina bawa eththada [Unkown] sathyayak wana athara mata wahama mudal ekathu kireemata siduwe,,,baron wihiluwak kalada nethahoth baron mulya arbudayaka sitina bawa eththada [unkown] sathyayak wana athara mata wahama mudal ekathu kireemata siduwe,149,20,Singlish,True,subtitle_noise,baron wihiluwak kalada nethahoth baron mulya arbudayaka sitina bawa eththada [unkown] sathyayak wana athara mata wahama mudal ekathu kireemata siduwe,False,False,False
18038,parama sathya [Unkown] saha baron oba mata awasara denne nam mata wahama mudal ekathu kireemata siduwe,,,,,,,,,,,parama sathya [Unkown] saha baron oba mata awasara denne nam mata wahama mudal ekathu kireemata siduwe,parama sathya [Unkown] saha baron oba mata awasara denne nam mata wahama mudal ekathu kireemata siduwe,,,parama sathya [unkown] saha baron oba mata awasara denne nam mata wahama mudal ekathu kireemata siduwe,102,16,Singlish,True,subtitle_noise,parama sathya [unkown] saha baron oba mata awasara denne nam mata wahama mudal ekathu kireemata siduwe,False,False,False
18041,suduwa mama kemathiyi samahara [Unkown] kreeda kireemata biya ganwanna puluwan nam ma langa lakunu haya dahas [Unkown] wada thiyenawa,,,,,,,,,,,suduwa mama kemathiyi samahara [Unkown] kreeda kireemata biya ganwanna puluwan nam ma langa lakunu haya dahas [Unkown] wada thiyenawa,suduwa mama kemathiyi samahara [Unkown] kreeda kireemata biya ganwanna puluwan nam ma langa lakunu haya dahas [Unkown] wada thiyenawa,,,suduwa mama kemathiyi samahara [unkown] kreeda kireemata biya ganwanna puluwan nam ma langa lakunu haya dahas [unkown] wada thiyenawa,133,19,Singlish,True,subtitle_noise,suduwa mama kemathiyi samahara [unkown] kreeda kireemata biya ganwanna puluwan nam ma langa lakunu haya dahas [unkown] wada thiyenawa,False,False,False
18050,mata [Unkown] bonna eya mage awasana awasthawa mama baron bonawa mama obata baron bonawa eya jayagrahanaya kireemata hondayi baron samanga enna,,,,,,,,,,,mata [Unkown] bonna eya mage awasana awasthawa mama baron bonawa mama obata baron bonawa eya jayagrahanaya kireemata hondayi baron samanga enna,mata [Unkown] bonna eya mage awasana awasthawa mama baron bonawa mama obata baron bonawa eya jayagrahanaya kireemata hondayi baron samanga enna,,,mata [unkown] bonna eya mage awasana awasthawa mama baron bonawa mama obata baron bonawa eya jayagrahanaya kireemata hondayi baron samanga enna,143,21,Singlish,True,subtitle_noise,mata [unkown] bonna eya mage awasana awasthawa mama baron bonawa mama obata baron bonawa eya jayagrahanaya kireemata hondayi baron samanga enna,False,False,False
18052,menna me thiyenne oyage pokat potha [Unkown] oh ow eka thamayi oya eka hoyagaththe oya mata eka hoyagaththa baron,,,,,,,,,,,menna me thiyenne oyage pokat potha [Unkown] oh ow eka thamayi oya eka hoyagaththe oya mata eka hoyagaththa baron,menna me thiyenne oyage pokat potha [Unkown] oh ow eka thamayi oya eka hoyagaththe oya mata eka hoyagaththa baron,,,menna me thiyenne oyage pokat potha [unkown] oh ow eka thamayi oya eka hoyagaththe oya mata eka hoyagaththa baron,113,19,Singlish,True,subtitle_noise,menna me thiyenne oyage pokat potha [unkown] oh ow eka thamayi oya eka hoyagaththe oya mata eka hoyagaththa baron,False,False,False
18063,oba [Unkown] medam asala kamaraye wadi wee sitiye nam oba hotal [Unkown] nishshabdathawaya agaya karanu etha mage adaraneeya sar mama sathutin oba samanga kamara wenas karannemi,,,,,,,,,,,oba [Unkown] medam asala kamaraye wadi wee sitiye nam oba hotal [Unkown] nishshabdathawaya agaya karanu etha mage adaraneeya sar mama sathutin oba samanga kamara wenas karannemi,oba [Unkown] medam asala kamaraye wadi wee sitiye nam oba hotal [Unkown] nishshabdathawaya agaya karanu etha mage adaraneeya sar mama sathutin oba samanga kamara wenas karannemi,,,oba [unkown] medam asala kamaraye wadi wee sitiye nam oba hotal [unkown] nishshabdathawaya agaya karanu etha mage adaraneeya sar mama sathutin oba samanga kamara wenas karannemi,177,26,Singlish,True,subtitle_noise,oba [unkown] medam asala kamaraye wadi wee sitiye nam oba hotal [unkown] nishshabdathawaya agaya karanu etha mage adaraneeya sar mama sathutin oba samanga kamara wenas karannemi,False,False,False
18065,e waidya [Unkown] oba ohuwa handunana bawa ow ohu nitharama yamak balaporoththuwen sitina bawak penena athara kisida kisiwak nopemineyi,,,,,,,,,,,e waidya [Unkown] oba ohuwa handunana bawa ow ohu nitharama yamak balaporoththuwen sitina bawak penena athara kisida kisiwak nopemineyi,e waidya [Unkown] oba ohuwa handunana bawa ow ohu nitharama yamak balaporoththuwen sitina bawak penena athara kisida kisiwak nopemineyi,,,e waidya [unkown] oba ohuwa handunana bawa ow ohu nitharama yamak balaporoththuwen sitina bawak penena athara kisida kisiwak nopemineyi,135,19,Singlish,True,subtitle_noise,e waidya [unkown] oba ohuwa handunana bawa ow ohu nitharama yamak balaporoththuwen sitina bawak penena athara kisida kisiwak nopemineyi,False,False,False
18068,samaharawita obata mawa den idiripath kala hekiyi [Unkown] mahathmaya karunakara mata samawenna baron den eya mehi nehe,,,,,,,,,,,samaharawita obata mawa den idiripath kala hekiyi [Unkown] mahathmaya karunakara mata samawenna baron den eya mehi nehe,samaharawita obata mawa den idiripath kala hekiyi [Unkown] mahathmaya karunakara mata samawenna baron den eya mehi nehe,,,samaharawita obata mawa den idiripath kala hekiyi [unkown] mahathmaya karunakara mata samawenna baron den eya mehi nehe,119,17,Singlish,True,subtitle_noise,samaharawita obata mawa den idiripath kala hekiyi [unkown] mahathmaya karunakara mata samawenna baron den eya mehi nehe,False,False,False
18074,eththa washayenma oba [Unkown] wiya yuthuya oba [Unkown] yuthuya namuth oba siragedarata ya yuthuya baron oba sorek nishshabda wanna,,,,,,,,,,,eththa washayenma oba [Unkown] wiya yuthuya oba [Unkown] yuthuya namuth oba siragedarata ya yuthuya baron oba sorek nishshabda wanna,eththa washayenma oba [Unkown] wiya yuthuya oba [Unkown] yuthuya namuth oba siragedarata ya yuthuya baron oba sorek nishshabda wanna,,,eththa washayenma oba [unkown] wiya yuthuya oba [unkown] yuthuya namuth oba siragedarata ya yuthuya baron oba sorek nishshabda wanna,132,19,Singlish,True,subtitle_noise,eththa washayenma oba [unkown] wiya yuthuya oba [unkown] yuthuya namuth oba siragedarata ya yuthuya baron oba sorek nishshabda wanna,False,False,False
18077,medam [Unkown] ge motar rathaya gena emata niyamitha netha medam [Unkown] ge motar rathaya gena emata niyamithaya,,,,,,,,,,,medam [Unkown] ge motar rathaya gena emata niyamitha netha medam [Unkown] ge motar rathaya gena emata niyamithaya,medam [Unkown] ge motar rathaya gena emata niyamitha netha medam [Unkown] ge motar rathaya gena emata niyamithaya,,,medam [unkown] ge motar rathaya gena emata niyamitha netha medam [unkown] ge motar rathaya gena emata niyamithaya,113,17,Singlish,True,subtitle_noise,medam [unkown] ge motar rathaya gena emata niyamitha netha medam [unkown] ge motar rathaya gena emata niyamithaya,False,False,False
18078,medam [Unkown] ge motar rathaya gena emata nowe medam [Unkown] ge motar rathaya gena enne netha,,,,,,,,,,,medam [Unkown] ge motar rathaya gena emata nowe medam [Unkown] ge motar rathaya gena enne netha,medam [Unkown] ge motar rathaya gena emata nowe medam [Unkown] ge motar rathaya gena enne netha,,,medam [unkown] ge motar rathaya gena emata nowe medam [unkown] ge motar rathaya gena enne netha,95,16,Singlish,True,subtitle_noise,medam [unkown] ge motar rathaya gena emata nowe medam [unkown] ge motar rathaya gena enne netha,False,False,False
18082,rathree lipikaru denatamath gos etha oba parakkuyi minisa mama mulu rathriyama [Unkown] sitiyemi mage birinda duk winda de wisthara kireemata wachana nometha,,,,,,,,,,,rathree lipikaru denatamath gos etha oba parakkuyi minisa mama mulu rathriyama [Unkown] sitiyemi mage birinda duk winda de wisthara kireemata wachana nometha,rathree lipikaru denatamath gos etha oba parakkuyi minisa mama mulu rathriyama [Unkown] sitiyemi mage birinda duk winda de wisthara kireemata wachana nometha,,,rathree lipikaru denatamath gos etha oba parakkuyi minisa mama mulu rathriyama [unkown] sitiyemi mage birinda duk winda de wisthara kireemata wachana nometha,157,22,Singlish,True,subtitle_noise,rathree lipikaru denatamath gos etha oba parakkuyi minisa mama mulu rathriyama [unkown] sitiyemi mage birinda duk winda de wisthara kireemata wachana nometha,False,False,False
18097,onema lipiyak [Unkown] netha,,,,,,,,,,,onema lipiyak [Unkown] netha,onema lipiyak [Unkown] netha,,,onema lipiyak [unkown] netha,28,4,Singlish,True,duplicate,onema lipiyak [unkown] netha,True,False,False
18106,wedanawak ne [Unkown] [Unkown] wedanawa apoyi waidyathumani mama hithanne mata wedanawak thibuna nam mama eya dekeemata sathutu wenawa wediyi,,,,,,,,,,,wedanawak ne [Unkown] [Unkown] wedanawa apoyi waidyathumani mama hithanne mata wedanawak thibuna nam mama eya dekeemata sathutu wenawa wediyi,wedanawak ne [Unkown] [Unkown] wedanawa apoyi waidyathumani mama hithanne mata wedanawak thibuna nam mama eya dekeemata sathutu wenawa wediyi,,,wedanawak ne [unkown] [unkown] wedanawa apoyi waidyathumani mama hithanne mata wedanawak thibuna nam mama eya dekeemata sathutu wenawa wediyi,141,19,Singlish,True,subtitle_noise,wedanawak ne [unkown] [unkown] wedanawa apoyi waidyathumani mama hithanne mata wedanawak thibuna nam mama eya dekeemata sathutu wenawa wediyi,False,False,False
18110,oyata kawuruwath nedda oyata kawuruwath nedda mama kiwwe oya me loke [Unkown] mama hemadama thaniyama mama hemadema wela,,,,,,,,,,,oyata kawuruwath nedda oyata kawuruwath nedda mama kiwwe oya me loke [Unkown] mama hemadama thaniyama mama hemadema wela,oyata kawuruwath nedda oyata kawuruwath nedda mama kiwwe oya me loke [Unkown] mama hemadama thaniyama mama hemadema wela,,,oyata kawuruwath nedda oyata kawuruwath nedda mama kiwwe oya me loke [unkown] mama hemadama thaniyama mama hemadema wela,120,18,Singlish,True,subtitle_noise,oyata kawuruwath nedda oyata kawuruwath nedda mama kiwwe oya me loke [unkown] mama hemadama thaniyama mama hemadema wela,False,False,False
